asset_id,pure_path,annotated_path,aspect_ratio,shot_size,subject_position,subject_action,motion_direction,camera_movement,foreground_midground_background,lighting,start_frame,end_frame,needs_middle_frame,generation_risk,fix_plan,hidden_cut_transition,annotation_density
MSB094,visual_assets/pure/micro_storyboard/B04/MSB094_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB094_v001_annotated.png,16:9,中景,小满 / 小满靠墙，嘴角下压，抓衣角，不哭也不喊,小满完全不动 / 脚尖内扣，冻结,脚尖内扣，冻结,"low handheld, small shake",前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"yes, high-risk action or transition needs neighboring panels",复杂武打、血腥、英雄化,拆成围住、推搡、失衡，避免连续武打,小川视线下坠接石块,"compact, do not cover faces/hands/key props"
MSB095,visual_assets/pure/micro_storyboard/B04/MSB095_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB095_v001_annotated.png,16:9,低机位中景,阿磊/混混 / 阿磊被推到更低位置，混混身体变成画面边框,哥哥失衡低位 / 手持轻晃后停,手持轻晃后停,"low handheld, small shake",前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",复杂武打、血腥、英雄化,拆成围住、推搡、失衡，避免连续武打,小川视线下坠接石块,"compact, do not cover faces/hands/key props"
MSB096,visual_assets/pure/micro_storyboard/B04/MSB096_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB096_v001_annotated.png,16:9,中近景,彬子 / 彬子表情变空，手臂或身体准备进一步动作，但不展示暴力细节,彬子准备下狠手 / 动作停在准备阶段,动作停在准备阶段,"low handheld, small shake",前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,yes,"yes, high-risk action or transition needs neighboring panels",复杂武打、血腥、英雄化,拆成围住、推搡、失衡，避免连续武打,小川视线下坠接石块,"compact, do not cover faces/hands/key props"
MSB097,visual_assets/pure/micro_storyboard/B04/MSB097_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB097_v001_annotated.png,16:9,近景,小川 / 小川看到彬子的准备动作，脸僵住，眼神即将落向地面,小川视线下坠前 / 头部开始下移,头部开始下移,"low handheld, small shake",前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"yes, high-risk action or transition needs neighboring panels",复杂武打、血腥、英雄化,拆成围住、推搡、失衡，避免连续武打,小川视线下坠接石块,"compact, do not cover faces/hands/key props"
MSB098,visual_assets/pure/micro_storyboard/B04/MSB098_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB098_v001_annotated.png,16:9,特写,石块/环境 / 路边普通石块在湿地边缘，旁边碎砖和杂草说明它属于环境,石块再出现 / 固定低角度,固定低角度,brief handheld then locked-off,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"yes, high-risk action or transition needs neighboring panels",血腥特写、石块武器化,用前景遮挡冲击，只表现慌乱和冻结,声音抽空和红黄停顿接逃跑,"compact, do not cover faces/hands/key props"
MSB099,visual_assets/pure/micro_storyboard/B04/MSB099_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB099_v001_annotated.png,16:9,近景,小川 / 小川眼神从哥哥和彬子之间突然落到地面石块,小川眼神落下 / 只有眼神变化,只有眼神变化,brief handheld then locked-off,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"yes, high-risk action or transition needs neighboring panels",血腥特写、石块武器化,用前景遮挡冲击，只表现慌乱和冻结,声音抽空和红黄停顿接逃跑,"compact, do not cover faces/hands/key props"
MSB100,visual_assets/pure/micro_storyboard/B04/MSB100_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB100_v001_annotated.png,16:9,特写,小川 / 小川一只手从书包带上松开，指节发白,手松开书包带 / 手部松开,手部松开,brief handheld then locked-off,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"yes, high-risk action or transition needs neighboring panels",血腥特写、石块武器化,用前景遮挡冲击，只表现慌乱和冻结,声音抽空和红黄停顿接逃跑,"compact, do not cover faces/hands/key props"
MSB101,visual_assets/pure/micro_storyboard/B04/MSB101_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB101_v001_annotated.png,16:9,中景,小川 / 小川身体歪斜向下，不是漂亮下蹲，书包失去平衡,弯身动作开始 / 身体向下折,身体向下折,brief handheld then locked-off,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"yes, high-risk action or transition needs neighboring panels",血腥特写、石块武器化,用前景遮挡冲击，只表现慌乱和冻结,声音抽空和红黄停顿接逃跑,"compact, do not cover faces/hands/key props"
MSB102,visual_assets/pure/micro_storyboard/B04/MSB102_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB102_v001_annotated.png,16:9,特写,小川/石块 / 小川的手碰到湿石块，泥水和小手比例清楚,手碰到石块 / 手抓住石块,手抓住石块,brief handheld then locked-off,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",血腥特写、石块武器化,用前景遮挡冲击，只表现慌乱和冻结,声音抽空和红黄停顿接逃跑,"compact, do not cover faces/hands/key props"
MSB103,visual_assets/pure/micro_storyboard/B04/MSB103_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB103_v001_annotated.png,16:9,中景,彬子/阿磊/小川 / 彬子准备动作继续靠近阿磊，画面边缘小川弯身,彬子动作逼近 / 两条动作线并置,两条动作线并置,brief handheld then locked-off,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"yes, high-risk action or transition needs neighboring panels",血腥特写、石块武器化,用前景遮挡冲击，只表现慌乱和冻结,声音抽空和红黄停顿接逃跑,"compact, do not cover faces/hands/key props"
MSB104,visual_assets/pure/micro_storyboard/B04/MSB104_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB104_v001_annotated.png,16:9,中景,小川 / 小川抓着石块猛地起身，身体歪，动作短促混乱,小川起身甩动 / 起身+甩动合一,起身+甩动合一,brief handheld then locked-off,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"yes, high-risk action or transition needs neighboring panels",血腥特写、石块武器化,用前景遮挡冲击，只表现慌乱和冻结,声音抽空和红黄停顿接逃跑,"compact, do not cover faces/hands/key props"
MSB105,visual_assets/pure/micro_storyboard/B04/MSB105_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB105_v001_annotated.png,16:9,中景,全体 / 前景人影或路灯柱遮住冲击瞬间，只看到众人身体突然停住,遮挡冲击瞬间 / 动作后突然 locked-off,动作后突然 locked-off,brief handheld then locked-off,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,yes,"yes, high-risk action or transition needs neighboring panels",血腥特写、石块武器化,用前景遮挡冲击，只表现慌乱和冻结,声音抽空和红黄停顿接逃跑,"compact, do not cover faces/hands/key props"
MSB106,visual_assets/pure/micro_storyboard/B04/MSB106_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB106_v001_annotated.png,16:9,近景,彬子 / 彬子不做血腥表现，只拍脸上不可置信和失去凶相的空白,彬子不可置信 / 停住不动,停住不动,brief handheld then locked-off,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",血腥特写、石块武器化,用前景遮挡冲击，只表现慌乱和冻结,声音抽空和红黄停顿接逃跑,"compact, do not cover faces/hands/key props"
MSB107,visual_assets/pure/micro_storyboard/B04/MSB107_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB107_v001_annotated.png,16:9,近景,小川 / 小川手还悬着，嘴张开但发不出声，浅绿书包歪到一边,小川失声 / 冻结一拍,冻结一拍,brief handheld then locked-off,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",血腥特写、石块武器化,用前景遮挡冲击，只表现慌乱和冻结,声音抽空和红黄停顿接逃跑,"compact, do not cover faces/hands/key props"
MSB108,visual_assets/pure/micro_storyboard/B04/MSB108_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB108_v001_annotated.png,16:9,中景,小川 / 小川从冻结中突然歪出去，脚步不是标准起跑,冻结后的第一步 / 身体先歪，脚才跟上,身体先歪，脚才跟上,low handheld tracking,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,yes,no,"yes, high-risk action or transition needs neighboring panels",逃跑方向漂移、追兵贴太近,锁定逃向废楼方向，追兵留后景,黑暗墙面擦镜接废楼入口,"compact, do not cover faces/hands/key props"
MSB109,visual_assets/pure/micro_storyboard/B04/MSB109_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB109_v001_annotated.png,16:9,近景,小川/道具 / 浅绿色书包斜甩，红领巾被带起，证明是同一个主角,书包猛甩 / 低位跟拍,低位跟拍,low handheld tracking,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"yes, high-risk action or transition needs neighboring panels",逃跑方向漂移、追兵贴太近,锁定逃向废楼方向，追兵留后景,黑暗墙面擦镜接废楼入口,"compact, do not cover faces/hands/key props"
MSB110,visual_assets/pure/micro_storyboard/B04/MSB110_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB110_v001_annotated.png,16:9,远景,阿磊/小满 / 阿磊和小满留在混乱后方，阿磊半起身想喊，小满仍僵,哥哥留后方 / 不跟跑,不跟跑,low handheld tracking,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"yes, high-risk action or transition needs neighboring panels",逃跑方向漂移、追兵贴太近,锁定逃向废楼方向，追兵留后景,黑暗墙面擦镜接废楼入口,"compact, do not cover faces/hands/key props"
MSB111,visual_assets/pure/micro_storyboard/B04/MSB111_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB111_v001_annotated.png,16:9,中景,混混四人 / 高杆和大海先愣住，小齐收声，彬子状态不清,混混反应慢半拍 / 动作延迟,动作延迟,low handheld tracking,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"yes, high-risk action or transition needs neighboring panels",逃跑方向漂移、追兵贴太近,锁定逃向废楼方向，追兵留后景,黑暗墙面擦镜接废楼入口,"compact, do not cover faces/hands/key props"
MSB112,visual_assets/pure/micro_storyboard/B04/MSB112_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB112_v001_annotated.png,16:9,低机位中景,小川/环境 / 小川跑过刚才石块所在位置，湿地反光拉长,小川冲过石块点 / 沿同一轴线向深处,沿同一轴线向深处,low handheld tracking,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"yes, high-risk action or transition needs neighboring panels",逃跑方向漂移、追兵贴太近,锁定逃向废楼方向，追兵留后景,黑暗墙面擦镜接废楼入口,"compact, do not cover faces/hands/key props"
MSB113,visual_assets/pure/micro_storyboard/B04/MSB113_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB113_v001_annotated.png,16:9,远景,追兵/小川 / 后方混混开始反应追，但与小川保持距离,追兵启动 / 同方向，不翻轴,同方向，不翻轴,low handheld tracking,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"yes, high-risk action or transition needs neighboring panels",逃跑方向漂移、追兵贴太近,锁定逃向废楼方向，追兵留后景,黑暗墙面擦镜接废楼入口,"compact, do not cover faces/hands/key props"
MSB114,visual_assets/pure/micro_storyboard/B04/MSB114_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB114_v001_annotated.png,16:9,近景,环境 / 黑暗墙面快速擦过镜头，作为逃跑隐藏剪辑,墙面擦镜 / 横向擦镜,横向擦镜,low handheld tracking,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"yes, high-risk action or transition needs neighboring panels",逃跑方向漂移、追兵贴太近,锁定逃向废楼方向，追兵留后景,黑暗墙面擦镜接废楼入口,"compact, do not cover faces/hands/key props"
MSB115,visual_assets/pure/micro_storyboard/B04/MSB115_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB115_v001_annotated.png,16:9,中景,小川/环境 / 旧路灯在小川头顶拉成长条，像 CRT 扫描线预兆,路灯拖影 / 低位跟拍,低位跟拍,low handheld tracking,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",逃跑方向漂移、追兵贴太近,锁定逃向废楼方向，追兵留后景,黑暗墙面擦镜接废楼入口,"compact, do not cover faces/hands/key props"
MSB116,visual_assets/pure/micro_storyboard/B04/MSB116_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB116_v001_annotated.png,16:9,中近景,小川 / 小川边跑边短促回头，圆眼睛睁大，嘴还张着,小川回头 / 头部快速回看,头部快速回看,low handheld tracking,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"yes, high-risk action or transition needs neighboring panels",逃跑方向漂移、追兵贴太近,锁定逃向废楼方向，追兵留后景,黑暗墙面擦镜接废楼入口,"compact, do not cover faces/hands/key props"
MSB117,visual_assets/pure/micro_storyboard/B04/MSB117_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB117_v001_annotated.png,16:9,远景,环境/小川 / 小路尽头出现废楼暗入口，像唯一可逃方向,废楼轮廓出现 / 镜头前方显露入口,镜头前方显露入口,low handheld tracking,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,no,"yes, high-risk action or transition needs neighboring panels",逃跑方向漂移、追兵贴太近,锁定逃向废楼方向，追兵留后景,黑暗墙面擦镜接废楼入口,"compact, do not cover faces/hands/key props"
MSB118,visual_assets/pure/micro_storyboard/B04/MSB118_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB118_v001_annotated.png,16:9,全景,小川 / 小川朝废楼入口跑去，追兵声音留在后方,小川冲向废楼 / 方向锁定废楼,方向锁定废楼,low handheld tracking,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,no,yes,"yes, high-risk action or transition needs neighboring panels",逃跑方向漂移、追兵贴太近,锁定逃向废楼方向，追兵留后景,黑暗墙面擦镜接废楼入口,"compact, do not cover faces/hands/key props"
MSB119,visual_assets/pure/micro_storyboard/B04/MSB119_v001.png,visual_assets/annotated/micro_storyboard/B04/MSB119_v001_annotated.png,16:9,中景,小川/环境 / 小川身影被废楼入口暗处吞进去，路灯黄留在外面,黑暗吞没 / 暗处过门,暗处过门,low handheld tracking,前景湿地/碎石/墙面，中景人物阵营，背景窄巷和旧路灯,旧路灯黄 + 远处窗光 + 湿地反光,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",逃跑方向漂移、追兵贴太近,锁定逃向废楼方向，追兵留后景,黑暗墙面擦镜接废楼入口,"compact, do not cover faces/hands/key props"
MSB120,visual_assets/pure/micro_storyboard/B05/MSB120_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB120_v001_annotated.png,16:9,远景,小川/环境 / 从废楼内部看小川冲进来，外面小路黄光在身后变小,入口内反打 / 由外到内,由外到内,low tracking / slow push-in,前景门框/墙面，中景小川，背景重复门洞和消防箱,冷绿色荧光灯 + 黑暗纵深,yes,no,"yes, high-risk action or transition needs neighboring panels",走廊变医院/学校,强化废弃单位楼、消防箱、发霉墙,跑步声变空接无限走廊,"compact, do not cover faces/hands/key props"
MSB121,visual_assets/pure/micro_storyboard/B05/MSB121_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB121_v001_annotated.png,16:9,中景,小川 / 冷绿灯管照到小川脸和红领巾，颜色从黄路灯切换,第一次冷绿光 / 停顿半拍,停顿半拍,low tracking / slow push-in,前景门框/墙面，中景小川，背景重复门洞和消防箱,冷绿色荧光灯 + 黑暗纵深,no,no,"no, adjacent panels are enough",走廊变医院/学校,强化废弃单位楼、消防箱、发霉墙,跑步声变空接无限走廊,"compact, do not cover faces/hands/key props"
MSB122,visual_assets/pure/micro_storyboard/B05/MSB122_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB122_v001_annotated.png,16:9,远景,环境/小川 / 长走廊重复门洞和消防箱清楚，小川站在近处很小,走廊中轴 / 中轴透视,中轴透视,low tracking / slow push-in,前景门框/墙面，中景小川，背景重复门洞和消防箱,冷绿色荧光灯 + 黑暗纵深,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",走廊变医院/学校,强化废弃单位楼、消防箱、发霉墙,跑步声变空接无限走廊,"compact, do not cover faces/hands/key props"
MSB123,visual_assets/pure/micro_storyboard/B05/MSB123_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB123_v001_annotated.png,16:9,全景,小川 / 小川沿走廊深处跑，书包晃动变小,小川继续跑 / 向深处奔跑,向深处奔跑,low tracking / slow push-in,前景门框/墙面，中景小川，背景重复门洞和消防箱,冷绿色荧光灯 + 黑暗纵深,no,no,"no, adjacent panels are enough",走廊变医院/学校,强化废弃单位楼、消防箱、发霉墙,跑步声变空接无限走廊,"compact, do not cover faces/hands/key props"
MSB124,visual_assets/pure/micro_storyboard/B05/MSB124_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB124_v001_annotated.png,16:9,特写,小川/道具 / 白鞋踩过湿冷地面，回声拉长,脚步回声 / 脚步快速不稳,脚步快速不稳,low tracking / slow push-in,前景门框/墙面，中景小川，背景重复门洞和消防箱,冷绿色荧光灯 + 黑暗纵深,no,no,"no, adjacent panels are enough",走廊变医院/学校,强化废弃单位楼、消防箱、发霉墙,跑步声变空接无限走廊,"compact, do not cover faces/hands/key props"
MSB125,visual_assets/pure/micro_storyboard/B05/MSB125_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB125_v001_annotated.png,16:9,中景,小川 / 小川回头看入口，追兵声像被门口吞掉,回头看入口 / 头部回看,头部回看,low tracking / slow push-in,前景门框/墙面，中景小川，背景重复门洞和消防箱,冷绿色荧光灯 + 黑暗纵深,no,no,"no, adjacent panels are enough",走廊变医院/学校,强化废弃单位楼、消防箱、发霉墙,跑步声变空接无限走廊,"compact, do not cover faces/hands/key props"
MSB126,visual_assets/pure/micro_storyboard/B05/MSB126_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB126_v001_annotated.png,16:9,近景,环境 / 发霉墙、旧标语残片、消防箱红色块，建立废楼质感,墙面剥落细节 / 固定细节,固定细节,low tracking / slow push-in,前景门框/墙面，中景小川，背景重复门洞和消防箱,冷绿色荧光灯 + 黑暗纵深,no,no,"no, adjacent panels are enough",走廊变医院/学校,强化废弃单位楼、消防箱、发霉墙,跑步声变空接无限走廊,"compact, do not cover faces/hands/key props"
MSB127,visual_assets/pure/micro_storyboard/B05/MSB127_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB127_v001_annotated.png,16:9,远景,小川/环境 / 小川跑向深处，身影被重复门洞切碎,小川变小 / 低机位慢推,低机位慢推,low tracking / slow push-in,前景门框/墙面，中景小川，背景重复门洞和消防箱,冷绿色荧光灯 + 黑暗纵深,no,yes,"yes, high-risk action or transition needs neighboring panels",走廊变医院/学校,强化废弃单位楼、消防箱、发霉墙,跑步声变空接无限走廊,"compact, do not cover faces/hands/key props"
MSB128,visual_assets/pure/micro_storyboard/B05/MSB128_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB128_v001_annotated.png,16:9,远景,环境 / 小川刚跑出画面，走廊空着，只剩冷绿灯闪,走廊空一拍 / locked-off,locked-off,low tracking / slow push-in,前景门框/墙面，中景小川，背景重复门洞和消防箱,冷绿色荧光灯 + 黑暗纵深,no,no,"no, adjacent panels are enough",走廊变医院/学校,强化废弃单位楼、消防箱、发霉墙,跑步声变空接无限走廊,"compact, do not cover faces/hands/key props"
MSB129,visual_assets/pure/micro_storyboard/B05/MSB129_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB129_v001_annotated.png,16:9,低机位中景,小川/环境 / 镜头贴着墙面跟小川跑，墙皮近到压迫画面,贴墙低位跟拍 / 低位 tracking,低位 tracking,low tracking,前景门框/墙面，中景小川，背景重复门洞和消防箱,冷绿色荧光灯 + 黑暗纵深,yes,no,"yes, high-risk action or transition needs neighboring panels",空间扭曲过度、鬼怪化,只允许纵深轻微拉长，不换场景,灯管节奏接电话铃,"compact, do not cover faces/hands/key props"
MSB130,visual_assets/pure/micro_storyboard/B05/MSB130_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB130_v001_annotated.png,16:9,中近景,小川 / 小川一只手扶墙，另一只手抓书包带，呼吸乱,小川手扶墙 / 手擦过发霉墙,手擦过发霉墙,low tracking,前景门框/墙面，中景小川，背景重复门洞和消防箱,冷绿色荧光灯 + 黑暗纵深,no,no,"no, adjacent panels are enough",空间扭曲过度、鬼怪化,只允许纵深轻微拉长，不换场景,灯管节奏接电话铃,"compact, do not cover faces/hands/key props"
MSB131,visual_assets/pure/micro_storyboard/B05/MSB131_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB131_v001_annotated.png,16:9,中景,小川 / 小川猛回头，远处没有清晰追兵，只有灯管闪,回头无追兵 / 头部快速回看,头部快速回看,low tracking,前景门框/墙面，中景小川，背景重复门洞和消防箱,冷绿色荧光灯 + 黑暗纵深,no,no,"no, adjacent panels are enough",空间扭曲过度、鬼怪化,只允许纵深轻微拉长，不换场景,灯管节奏接电话铃,"compact, do not cover faces/hands/key props"
MSB132,visual_assets/pure/micro_storyboard/B05/MSB132_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB132_v001_annotated.png,16:9,远景,环境 / 重复门洞看起来比上一镜更多，但结构仍真实,门洞重复 / slow dolly in,slow dolly in,low tracking,前景门框/墙面，中景小川，背景重复门洞和消防箱,冷绿色荧光灯 + 黑暗纵深,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",空间扭曲过度、鬼怪化,只允许纵深轻微拉长，不换场景,灯管节奏接电话铃,"compact, do not cover faces/hands/key props"
MSB133,visual_assets/pure/micro_storyboard/B05/MSB133_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB133_v001_annotated.png,16:9,特写,环境/道具 / 冷绿灯管闪烁，节奏慢慢接近电话铃,灯管节奏 / 灯光闪动,灯光闪动,low tracking,前景门框/墙面，中景小川，背景重复门洞和消防箱,冷绿色荧光灯 + 黑暗纵深,no,no,"no, adjacent panels are enough",空间扭曲过度、鬼怪化,只允许纵深轻微拉长，不换场景,灯管节奏接电话铃,"compact, do not cover faces/hands/key props"
MSB134,visual_assets/pure/micro_storyboard/B05/MSB134_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB134_v001_annotated.png,16:9,中景,小川 / 小川停在走廊边，嘴张开，试图听声音,小川停一下 / 停住，身体仍绷,停住，身体仍绷,low tracking,前景门框/墙面，中景小川，背景重复门洞和消防箱,冷绿色荧光灯 + 黑暗纵深,no,no,"no, adjacent panels are enough",空间扭曲过度、鬼怪化,只允许纵深轻微拉长，不换场景,灯管节奏接电话铃,"compact, do not cover faces/hands/key props"
MSB135,visual_assets/pure/micro_storyboard/B05/MSB135_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB135_v001_annotated.png,16:9,远景,环境 / 走廊尽头仍是暗门，没有出口，空间像循环,远处暗门 / 中轴固定,中轴固定,low tracking,前景门框/墙面，中景小川，背景重复门洞和消防箱,冷绿色荧光灯 + 黑暗纵深,no,no,"no, adjacent panels are enough",空间扭曲过度、鬼怪化,只允许纵深轻微拉长，不换场景,灯管节奏接电话铃,"compact, do not cover faces/hands/key props"
MSB136,visual_assets/pure/micro_storyboard/B05/MSB136_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB136_v001_annotated.png,16:9,中远景,小川 / 小川从跑变成慢走，书包歪着，脚步变轻,小川继续走 / 速度减慢,速度减慢,low tracking,前景门框/墙面，中景小川，背景重复门洞和消防箱,冷绿色荧光灯 + 黑暗纵深,no,no,"no, adjacent panels are enough",空间扭曲过度、鬼怪化,只允许纵深轻微拉长，不换场景,灯管节奏接电话铃,"compact, do not cover faces/hands/key props"
MSB137,visual_assets/pure/micro_storyboard/B05/MSB137_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB137_v001_annotated.png,16:9,近景,小川 / 小川听到远处铃声，眼睛抬起但不知来源,铃声第一次进入 / 头微抬,头微抬,low tracking,前景门框/墙面，中景小川，背景重复门洞和消防箱,冷绿色荧光灯 + 黑暗纵深,no,yes,"yes, high-risk action or transition needs neighboring panels",空间扭曲过度、鬼怪化,只允许纵深轻微拉长，不换场景,灯管节奏接电话铃,"compact, do not cover faces/hands/key props"
MSB138,visual_assets/pure/micro_storyboard/B05/MSB138_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB138_v001_annotated.png,16:9,远景,环境 / 走廊深处出现极弱暖点，还不像电话亭,走廊深处微光未明 / 远处暖光一点,远处暖光一点,low tracking,前景门框/墙面，中景小川，背景重复门洞和消防箱,冷绿色荧光灯 + 黑暗纵深,no,no,"no, adjacent panels are enough",空间扭曲过度、鬼怪化,只允许纵深轻微拉长，不换场景,灯管节奏接电话铃,"compact, do not cover faces/hands/key props"
MSB139,visual_assets/pure/micro_storyboard/B05/MSB139_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB139_v001_annotated.png,16:9,远景,电话亭/环境 / 走廊尽头暖白光变清楚，电话亭轮廓第一次可辨,暖光明确 / locked-off,locked-off,deep locked-off,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",电话亭科幻化,旧电话亭、旧塑料、玻璃金属框，现实错误物,铃声引导靠近,"compact, do not cover faces/hands/key props"
MSB140,visual_assets/pure/micro_storyboard/B05/MSB140_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB140_v001_annotated.png,16:9,远景,小川/电话亭 / 小川在走廊中段停下，面对远处电话亭，比例很小,小川远处停住 / 身体停住,身体停住,deep locked-off,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,yes,no,"yes, high-risk action or transition needs neighboring panels",电话亭科幻化,旧电话亭、旧塑料、玻璃金属框，现实错误物,铃声引导靠近,"compact, do not cover faces/hands/key props"
MSB141,visual_assets/pure/micro_storyboard/B05/MSB141_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB141_v001_annotated.png,16:9,中景,小川 / 小川侧脸听铃声，眼睛看向暖光，红领巾微亮,铃声来源 / 头慢慢抬,头慢慢抬,deep locked-off,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,no,no,"no, adjacent panels are enough",电话亭科幻化,旧电话亭、旧塑料、玻璃金属框，现实错误物,铃声引导靠近,"compact, do not cover faces/hands/key props"
