panel_id,clip,clip_title,approx_time,shot_size,camera,beat,image_prompt_focus,character_focus,expression_note,pose_motion_note,continuity_anchor,avoid,asset_type,priority
MSB147,16,靠近电话亭,04:24,中景,CAM_PHONE_02_APPROACH_CLOSE,电话亭门框前景,电话亭门框占前景，小川从左侧黑暗靠近,小川/电话亭,紧张，被光吸引,slow dolly in,小川从左侧黑暗靠近，电话亭暖白光，红领巾、浅绿书包边缘，旧电话亭材质,主角变脸、现代电话亭、科幻屏幕、换服装、电话亭位置改变,start_frame,A
MSB148,16,靠近电话亭,04:26,近景,CAM_PHONE_02_APPROACH_CLOSE,暖光照红领巾,暖白光先照到小川红领巾和脸下半部，眼睛仍在阴影里,小川,害怕压住呼吸,慢慢前进,小川从左侧黑暗靠近，电话亭暖白光，红领巾、浅绿书包边缘，旧电话亭材质,主角变脸、现代电话亭、科幻屏幕、换服装、电话亭位置改变,storyboard,A
MSB149,16,靠近电话亭,04:28,中近景,CAM_PHONE_02_APPROACH_CLOSE,书包边缘亮起,浅绿色书包边缘被电话亭光勾出来，肩带一松一紧,小川/道具,身份锚点稳定,小步靠近,小川从左侧黑暗靠近，电话亭暖白光，红领巾、浅绿书包边缘，旧电话亭材质,主角变脸、现代电话亭、科幻屏幕、换服装、电话亭位置改变,storyboard,B
MSB150,16,靠近电话亭,04:30,近景,CAM_PHONE_02_APPROACH_CLOSE,小川看听筒,小川眼睛看向旧听筒，不看镜头，嘴唇半张,小川/电话,被听筒吸住,头微转,小川从左侧黑暗靠近，电话亭暖白光，红领巾、浅绿书包边缘，旧电话亭材质,主角变脸、现代电话亭、科幻屏幕、换服装、电话亭位置改变,storyboard,A
MSB151,16,靠近电话亭,04:32,特写,CAM_PHONE_02_APPROACH_CLOSE,伸手又缩,小川手伸向电话亭边缘又缩回一点，指尖颤,小川/道具,犹豫,伸手-停-缩,小川从左侧黑暗靠近，电话亭暖白光，红领巾、浅绿书包边缘，旧电话亭材质,主角变脸、现代电话亭、科幻屏幕、换服装、电话亭位置改变,storyboard,A
MSB152,16,靠近电话亭,04:34,中景,CAM_PHONE_02_APPROACH_CLOSE,站到电话亭前,小川站在电话亭前，小身体被暖光包住，背后仍是冷绿走廊,小川/电话亭,无处可去后的安静,停住,小川从左侧黑暗靠近，电话亭暖白光，红领巾、浅绿书包边缘，旧电话亭材质,主角变脸、现代电话亭、科幻屏幕、换服装、电话亭位置改变,keyframe,A
MSB153,16,靠近电话亭,04:36,特写,CAM_PHONE_02_APPROACH_CLOSE,铃声压迫,旧电话听筒轻微震动或铃声源头被强调，塑料旧化清楚,电话/道具,无人物，铃声逼近,固定特写,小川从左侧黑暗靠近，电话亭暖白光，红领巾、浅绿书包边缘，旧电话亭材质,主角变脸、现代电话亭、科幻屏幕、换服装、电话亭位置改变,storyboard,B
MSB154,16,靠近电话亭,04:38,中近景,CAM_PHONE_02_APPROACH_CLOSE,手准备拿起,小川手悬在听筒旁，眼泪没落，呼吸压住,小川/电话,决定不是勇敢，是被迫,手悬停,小川从左侧黑暗靠近，电话亭暖白光，红领巾、浅绿书包边缘，旧电话亭材质,主角变脸、现代电话亭、科幻屏幕、换服装、电话亭位置改变,end_frame,A
MSB155,17,接起电话,04:40,特写,CAM_PHONE_03_RECEIVER_INSERT,听筒静止,旧电话听筒安静挂着，暖白光照出塑料划痕,电话,无人物，物件压力,fixed close-up,旧电话听筒、暖白光、冷绿背景边缘、小川颤抖的手、电话线,智能手机、现代电缆、手指畸形、镜头漂移、突然科幻化,start_frame,A
MSB156,17,接起电话,04:41,特写,CAM_PHONE_03_RECEIVER_INSERT,手进入画面,小川的小手从下方进入画面，指尖犹豫,小川/电话,紧张,手慢慢靠近,旧电话听筒、暖白光、冷绿背景边缘、小川颤抖的手、电话线,智能手机、现代电缆、手指畸形、镜头漂移、突然科幻化,storyboard,A
MSB157,17,接起电话,04:42,极近景,CAM_PHONE_03_RECEIVER_INSERT,指尖碰到听筒,指尖刚碰到旧听筒，手指发僵,小川/电话,触碰恐惧,微颤,旧电话听筒、暖白光、冷绿背景边缘、小川颤抖的手、电话线,智能手机、现代电缆、手指畸形、镜头漂移、突然科幻化,storyboard,A
MSB158,17,接起电话,04:44,特写,CAM_PHONE_03_RECEIVER_INSERT,听筒离座,听筒被轻轻拿起，底座弹起，电话线开始晃,电话/小川,动作小但不可逆,向上拿起,旧电话听筒、暖白光、冷绿背景边缘、小川颤抖的手、电话线,智能手机、现代电缆、手指畸形、镜头漂移、突然科幻化,keyframe,A
MSB159,17,接起电话,04:45,近景,CAM_PHONE_03_RECEIVER_INSERT,电话线晃动,旧电话线轻轻晃，形状像之后的像素线条,电话线,无人物，转场预兆,轻摆,旧电话听筒、暖白光、冷绿背景边缘、小川颤抖的手、电话线,智能手机、现代电缆、手指畸形、镜头漂移、突然科幻化,storyboard,B
MSB160,17,接起电话,04:47,中近景,CAM_PHONE_03_RECEIVER_INSERT,听筒贴耳,小川把听筒贴近耳边，眼睛看向空处,小川,像听见不该听的东西,手停在耳边,旧电话听筒、暖白光、冷绿背景边缘、小川颤抖的手、电话线,智能手机、现代电缆、手指畸形、镜头漂移、突然科幻化,end_frame,A
MSB161,17,接起电话,04:48,近景,CAM_PHONE_03_RECEIVER_INSERT,声音进入身体,小川脸部微微僵住，暖光与冷绿在脸上分裂,小川,被系统接入,完全静止一拍,旧电话听筒、暖白光、冷绿背景边缘、小川颤抖的手、电话线,智能手机、现代电缆、手指畸形、镜头漂移、突然科幻化,keyframe,A
MSB162,18,电子化,04:50,特写,CAM_PHONE_02_APPROACH_CLOSE,电话线起扫描,电话线表面出现细微 CRT 扫描线，不是科幻电流,电话线,无人物，变化起点,线条轻闪,电话线、CRT 扫描线、主角身体轮廓、电话亭固定、走廊边缘像素化,绿色代码雨、未来城市、机器人化、突然换成3D游戏、主角离开电话亭,start_frame,A
MSB163,18,电子化,04:52,近景,CAM_PHONE_02_APPROACH_CLOSE,扫描到手腕,扫描线从听筒沿电话线到小川手腕，手仍颤,小川/电话线,惊住,不移动位置,电话线、CRT 扫描线、主角身体轮廓、电话亭固定、走廊边缘像素化,绿色代码雨、未来城市、机器人化、突然换成3D游戏、主角离开电话亭,storyboard,A
MSB164,18,电子化,04:54,近景,CAM_PHONE_02_APPROACH_CLOSE,红领巾色块化,小川红领巾边缘出现低分辨率色块，但脸仍真实,小川,恐惧凝固,像素从边缘开始,电话线、CRT 扫描线、主角身体轮廓、电话亭固定、走廊边缘像素化,绿色代码雨、未来城市、机器人化、突然换成3D游戏、主角离开电话亭,storyboard,A
MSB165,18,电子化,04:56,中近景,CAM_PHONE_02_APPROACH_CLOSE,书包变色块,浅绿色书包边缘被像素块切开，身份锚点保留,小川/书包,不明所以,身体不动,电话线、CRT 扫描线、主角身体轮廓、电话亭固定、走廊边缘像素化,绿色代码雨、未来城市、机器人化、突然换成3D游戏、主角离开电话亭,storyboard,B
MSB166,18,电子化,04:59,中景,CAM_PHONE_02_APPROACH_CLOSE,走廊边缘分裂,电话亭后方走廊墙砖和灯管边缘开始色彩错位,环境,空间被重写,locked-off,电话线、CRT 扫描线、主角身体轮廓、电话亭固定、走廊边缘像素化,绿色代码雨、未来城市、机器人化、突然换成3D游戏、主角离开电话亭,keyframe,A
MSB167,18,电子化,05:01,近景,CAM_PHONE_02_APPROACH_CLOSE,脸部半电子化,小川半张脸仍真实，半张脸被扫描线切割,小川,被吞没但仍是孩子,保持同一脸,电话线、CRT 扫描线、主角身体轮廓、电话亭固定、走廊边缘像素化,绿色代码雨、未来城市、机器人化、突然换成3D游戏、主角离开电话亭,storyboard,A
MSB168,18,电子化,05:03,远景,CAM_PHONE_02_APPROACH_CLOSE,纵深展平前,走廊纵深像纸片一样被压平，电话亭位置仍在深处,环境/电话亭,临界转换,空间压平,电话线、CRT 扫描线、主角身体轮廓、电话亭固定、走廊边缘像素化,绿色代码雨、未来城市、机器人化、突然换成3D游戏、主角离开电话亭,end_frame,A
MSB169,18,电子化,05:05,全景,CAM_PHONE_02_APPROACH_CLOSE,像素闪白,CRT 扫描线和像素块闪白，作为进入 8-bit 的隐藏剪辑,环境/小川,不可逆转场,强光但不换主题,电话线、CRT 扫描线、主角身体轮廓、电话亭固定、走廊边缘像素化,绿色代码雨、未来城市、机器人化、突然换成3D游戏、主角离开电话亭,keyframe,A
MSB170,19,进入8-bit关卡,05:08,横版远景,CAM_8BIT_01_STAGE_WIDE,横版舞台建立,废楼走廊变成像素横版舞台，电话亭在背景中右,环境/电话亭,游戏规则建立,orthographic fixed,废楼走廊展平成90年代横版清版街机，保留电话亭、墙砖、消防箱，小川像素色块,现代手游UI、3D卡通、西方街景、高清动漫、完全换场景,keyframe,A
MSB171,19,进入8-bit关卡,05:10,横版中景,CAM_8BIT_01_STAGE_WIDE,像素小川待机,像素小川站在左侧，蓝白外套、红领巾、浅绿书包色块清楚,小川像素,紧张待机，不庆祝,小幅 idle,废楼走廊展平成90年代横版清版街机，保留电话亭、墙砖、消防箱，小川像素色块,现代手游UI、3D卡通、西方街景、高清动漫、完全换场景,start_frame,A
MSB172,19,进入8-bit关卡,05:12,横版全景,CAM_8BIT_01_STAGE_WIDE,UI 初现,老街机 UI 边缘出现，血条/分数有限色盘，不遮挡角色,UI/环境,规则感,UI 静止,废楼走廊展平成90年代横版清版街机，保留电话亭、墙砖、消防箱，小川像素色块,现代手游UI、3D卡通、西方街景、高清动漫、完全换场景,storyboard,B
MSB173,19,进入8-bit关卡,05:14,横版全景,CAM_8BIT_01_STAGE_WIDE,敌人影子右侧,四个像素敌人的影子从右侧进入，轮廓差异先出现,混混像素,威胁回归,右到左入场,废楼走廊展平成90年代横版清版街机，保留电话亭、墙砖、消防箱，小川像素色块,现代手游UI、3D卡通、西方街景、高清动漫、完全换场景,storyboard,A
MSB174,19,进入8-bit关卡,05:16,横版中景,CAM_8BIT_01_STAGE_WIDE,彬子 mini-boss,短小黑夹克黄发像素敌人站在前方，腰包小色块可读,彬子像素,凶但游戏化,前压 idle,废楼走廊展平成90年代横版清版街机，保留电话亭、墙砖、消防箱，小川像素色块,现代手游UI、3D卡通、西方街景、高清动漫、完全换场景,keyframe,A
MSB175,19,进入8-bit关卡,05:18,横版中景,CAM_8BIT_01_STAGE_WIDE,高杆长条敌人,高杆像素敌人长条身形，横臂封路动作保留,高杆像素,冷压迫,横臂待机,废楼走廊展平成90年代横版清版街机，保留电话亭、墙砖、消防箱，小川像素色块,现代手游UI、3D卡通、西方街景、高清动漫、完全换场景,storyboard,B
MSB176,19,进入8-bit关卡,05:20,横版全景,CAM_8BIT_01_STAGE_WIDE,大海小齐入位,宽体块大海和抖动小齐进入队形，四人功能清楚,混混像素,敌群完整,右侧站位,废楼走廊展平成90年代横版清版街机，保留电话亭、墙砖、消防箱，小川像素色块,现代手游UI、3D卡通、西方街景、高清动漫、完全换场景,storyboard,A
MSB177,19,进入8-bit关卡,05:22,横版全景,CAM_8BIT_01_STAGE_WIDE,战斗开始前静止,像素小川左侧，四个敌人右侧，电话亭仍在背景，开战前停一拍,全体像素,不安而非快乐,全体 idle,废楼走廊展平成90年代横版清版街机，保留电话亭、墙砖、消防箱，小川像素色块,现代手游UI、3D卡通、西方街景、高清动漫、完全换场景,end_frame,A
MSB178,20,WIN / INSERT COIN,05:24,横版中景,CAM_8BIT_02_WIN_SCREEN,第一下书包旋风,像素小川用浅绿书包色块形成短促旋风，击退最近敌人,小川像素/敌人,被迫反击，不是英雄炫技,动作不超过一拍,横版固定机位，像素小川，四个敌人，书包旋风、硬币冲击波，WIN 后一秒安静，再 INSERT COIN,复杂连招、写实血腥、欢乐庆祝、现代UI、改写文字、解释结局,storyboard,A
MSB179,20,WIN / INSERT COIN,05:26,横版中景,CAM_8BIT_02_WIN_SCREEN,硬币冲击波,一枚像素硬币从小川方向弹出，形成低分辨率冲击波,小川像素/道具,游戏规则接管现实,左到右短促,横版固定机位，像素小川，四个敌人，书包旋风、硬币冲击波，WIN 后一秒安静，再 INSERT COIN,复杂连招、写实血腥、欢乐庆祝、现代UI、改写文字、解释结局,storyboard,A
MSB180,20,WIN / INSERT COIN,05:28,横版全景,CAM_8BIT_02_WIN_SCREEN,高杆被击退,高杆长条像素敌人向后滑，横臂封路姿态瓦解,高杆像素,功能被解除,右侧后退,横版固定机位，像素小川，四个敌人，书包旋风、硬币冲击波，WIN 后一秒安静，再 INSERT COIN,复杂连招、写实血腥、欢乐庆祝、现代UI、改写文字、解释结局,storyboard,B
MSB181,20,WIN / INSERT COIN,05:31,横版全景,CAM_8BIT_02_WIN_SCREEN,大海倒退,大海宽体块敌人被推回，挡路墙感消失,大海像素,压迫减弱,后退两格,横版固定机位，像素小川，四个敌人，书包旋风、硬币冲击波，WIN 后一秒安静，再 INSERT COIN,复杂连招、写实血腥、欢乐庆祝、现代UI、改写文字、解释结局,storyboard,B
MSB182,20,WIN / INSERT COIN,05:33,横版中景,CAM_8BIT_02_WIN_SCREEN,小齐闪退,小齐小像素敌人第一个慌张后跳，条纹色块抖动,小齐像素,害怕暴露,快速后跳,横版固定机位，像素小川，四个敌人，书包旋风、硬币冲击波，WIN 后一秒安静，再 INSERT COIN,复杂连招、写实血腥、欢乐庆祝、现代UI、改写文字、解释结局,storyboard,B
MSB183,20,WIN / INSERT COIN,05:35,横版中景,CAM_8BIT_02_WIN_SCREEN,彬子 mini-boss 停住,彬子像素敌人最后停住，黄发黑夹克色块仍清楚,彬子像素,不可置信,短暂停住,横版固定机位，像素小川，四个敌人，书包旋风、硬币冲击波，WIN 后一秒安静，再 INSERT COIN,复杂连招、写实血腥、欢乐庆祝、现代UI、改写文字、解释结局,keyframe,A
MSB184,20,WIN / INSERT COIN,05:38,横版全景,CAM_8BIT_02_WIN_SCREEN,清场瞬间,敌人全部消失或倒地成低分辨率闪烁，不做血腥表现,全体像素,声音抽空式胜利,画面短促闪白,横版固定机位，像素小川，四个敌人，书包旋风、硬币冲击波，WIN 后一秒安静，再 INSERT COIN,复杂连招、写实血腥、欢乐庆祝、现代UI、改写文字、解释结局,end_frame,A
MSB185,20,WIN / INSERT COIN,05:40,横版中景,CAM_8BIT_02_WIN_SCREEN,小川不庆祝,像素小川站在左中，仍是紧张待机动作，没有胜利姿势,小川像素,空白，不明白胜利,静止,横版固定机位，像素小川，四个敌人，书包旋风、硬币冲击波，WIN 后一秒安静，再 INSERT COIN,复杂连招、写实血腥、欢乐庆祝、现代UI、改写文字、解释结局,storyboard,A
MSB186,20,WIN / INSERT COIN,05:42,横版全景/UI,CAM_8BIT_02_WIN_SCREEN,WIN 居中,巨大黄色像素字 WIN 出现在画面中央，背景仍是废楼像素走廊,UI/小川,爽感被压住,UI 弹出,横版固定机位，像素小川，四个敌人，书包旋风、硬币冲击波，WIN 后一秒安静，再 INSERT COIN,复杂连招、写实血腥、欢乐庆祝、现代UI、改写文字、解释结局,keyframe,A
MSB187,20,WIN / INSERT COIN,05:45,横版全景/UI,CAM_8BIT_02_WIN_SCREEN,一秒安静,WIN 保持不动，像街机卡住一样安静，电话亭轮廓仍在背景,UI/环境,不安停顿,几乎静止,横版固定机位，像素小川，四个敌人，书包旋风、硬币冲击波，WIN 后一秒安静，再 INSERT COIN,复杂连招、写实血腥、欢乐庆祝、现代UI、改写文字、解释结局,storyboard,A
MSB188,20,WIN / INSERT COIN,05:47,横版全景/UI,CAM_8BIT_02_WIN_SCREEN,INSERT COIN 尾针,画面角落闪出 INSERT COIN，WIN 仍在，街机待机感吞掉结局,UI/环境,胜利变成循环,文字闪烁,横版固定机位，像素小川，四个敌人，书包旋风、硬币冲击波，WIN 后一秒安静，再 INSERT COIN,复杂连招、写实血腥、欢乐庆祝、现代UI、改写文字、解释结局,keyframe,A
