whitebox_id,panel_id,batch,clip,scene_id,planned_whitebox_path,source_camera,layout_focus,character_blocking,pose_or_path,auto_file_ok,auto_image_ok,aspect_ok,exposure_ok,subject_visible,occlusion_ok,camera_position_ok,axis_ok,anchors_ok,adjacent_continuity_ok,panel_specific_ok,qa_status,issue_type,fix_action,approved_by,notes,similarity_ok,similarity_cluster,similarity_reference,similarity_score,composition_reuse_ok,composition_reuse_reason
WB2_ALLEY_MSB106,MSB106,B04,11,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB106.png,CAM_ALLEY_04_STONE_HIT,彬子不做血腥表现，只拍脸上不可置信和失去凶相的空白,彬子,停住不动,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=110.8 std=35.2 center_std=38.1",pass,,,,not_checked,
WB2_ALLEY_MSB107,MSB107,B04,11,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB107.png,CAM_ALLEY_04_STONE_HIT,小川手还悬着，嘴张开但发不出声，浅绿书包歪到一边,小川,冻结一拍,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=119.3 std=29.4 center_std=29.6",pass,,,,not_checked,
WB2_ALLEY_MSB108,MSB108,B04,12,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB108.png,CAM_ALLEY_05_ESCAPE_VECTOR,小川从冻结中突然歪出去，脚步不是标准起跑,小川,身体先歪，脚才跟上,pass,pass,pass,pass,review,review,human_review,human_review,human_review,fail,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=123.9 std=25.7 center_std=17.5",pass,,,,not_checked,
WB2_ALLEY_MSB109,MSB109,B04,12,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB109.png,CAM_ALLEY_05_ESCAPE_VECTOR,浅绿色书包斜甩，红领巾被带起，证明是同一个主角,小川/道具,低位跟拍,pass,pass,pass,pass,review,review,human_review,human_review,human_review,fail,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=130.1 std=24.5 center_std=17.5",pass,,,,not_checked,
WB2_ALLEY_MSB110,MSB110,B04,12,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB110.png,CAM_ALLEY_05_ESCAPE_VECTOR,阿磊和小满留在混乱后方，阿磊半起身想喊，小满仍僵,阿磊/小满,不跟跑,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=100.8 std=34.2 center_std=20.7",pass,,,,not_checked,
WB2_ALLEY_MSB111,MSB111,B04,12,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB111.png,CAM_ALLEY_05_ESCAPE_VECTOR,高杆和大海先愣住，小齐收声，彬子状态不清,混混四人,动作延迟,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=99.2 std=34.3 center_std=38.0",pass,,,,not_checked,
WB2_ALLEY_MSB112,MSB112,B04,12,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB112.png,CAM_ALLEY_05_ESCAPE_VECTOR,小川跑过刚才石块所在位置，湿地反光拉长,小川/环境,沿同一轴线向深处,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=102.8 std=34.0 center_std=18.5",pass,,,,not_checked,
WB2_ALLEY_MSB113,MSB113,B04,12,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB113.png,CAM_ALLEY_05_ESCAPE_VECTOR,后方混混开始反应追，但与小川保持距离,追兵/小川,同方向，不翻轴,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=102.2 std=34.4 center_std=34.6",pass,,,,not_checked,
WB2_ALLEY_MSB114,MSB114,B04,12,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB114.png,CAM_ALLEY_05_ESCAPE_VECTOR,黑暗墙面快速擦过镜头，作为逃跑隐藏剪辑,环境,横向擦镜,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=103.3 std=33.9 center_std=29.1",pass,,,,not_checked,
WB2_ALLEY_MSB115,MSB115,B04,12,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB115.png,CAM_ALLEY_05_ESCAPE_VECTOR,旧路灯在小川头顶拉成长条，像 CRT 扫描线预兆,小川/环境,低位跟拍,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=101.3 std=34.2 center_std=17.8",pass,,,,not_checked,
WB2_ALLEY_MSB116,MSB116,B04,12,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB116.png,CAM_ALLEY_05_ESCAPE_VECTOR,小川边跑边短促回头，圆眼睛睁大，嘴还张着,小川,头部快速回看,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=101.5 std=34.1 center_std=18.2",pass,,,,not_checked,
WB2_ALLEY_MSB117,MSB117,B04,12,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB117.png,CAM_ALLEY_05_ESCAPE_VECTOR,小路尽头出现废楼暗入口，像唯一可逃方向,环境/小川,镜头前方显露入口,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=103.1 std=34.1 center_std=18.8",pass,,,,not_checked,
WB2_ALLEY_MSB118,MSB118,B04,12,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB118.png,CAM_ALLEY_05_ESCAPE_VECTOR,小川朝废楼入口跑去，追兵声音留在后方,小川,方向锁定废楼,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=102.4 std=35.2 center_std=38.0",pass,,,,not_checked,
WB2_ALLEY_MSB119,MSB119,B04,12,SCN_ALLEY,whitebox_renders_v2/B04/WB2_ALLEY_MSB119.png,CAM_ALLEY_05_ESCAPE_VECTOR,小川身影被废楼入口暗处吞进去，路灯黄留在外面,小川/环境,暗处过门,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=101.4 std=34.4 center_std=18.2",pass,,,,not_checked,
WB2_CORRIDOR_MSB120,MSB120,B05,13,SCN_CORRIDOR,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB120.png,CAM_CORRIDOR_01_ENTRY_LONG,从废楼内部看小川冲进来，外面小路黄光在身后变小,小川/环境,由外到内,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=107.8 std=36.2 center_std=20.9",pass,,,,not_checked,
WB2_CORRIDOR_MSB121,MSB121,B05,13,SCN_CORRIDOR,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB121.png,CAM_CORRIDOR_01_ENTRY_LONG,冷绿灯管照到小川脸和红领巾，颜色从黄路灯切换,小川,停顿半拍,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=104.2 std=34.8 center_std=23.4",pass,,,,not_checked,
WB2_CORRIDOR_MSB122,MSB122,B05,13,SCN_CORRIDOR,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB122.png,CAM_CORRIDOR_01_ENTRY_LONG,长走廊重复门洞和消防箱清楚，小川站在近处很小,环境/小川,中轴透视,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=151.3 std=20.0 center_std=6.8",pass,,,,not_checked,
WB2_CORRIDOR_MSB123,MSB123,B05,13,SCN_CORRIDOR,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB123.png,CAM_CORRIDOR_01_ENTRY_LONG,小川沿走廊深处跑，书包晃动变小,小川,向深处奔跑,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=93.9 std=32.0 center_std=32.3",pass,,,,not_checked,
WB2_CORRIDOR_MSB124,MSB124,B05,13,SCN_CORRIDOR,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB124.png,CAM_CORRIDOR_01_ENTRY_LONG,白鞋踩过湿冷地面，回声拉长,小川/道具,脚步快速不稳,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=93.0 std=31.6 center_std=32.9",pass,,,,not_checked,
WB2_CORRIDOR_MSB125,MSB125,B05,13,SCN_CORRIDOR,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB125.png,CAM_CORRIDOR_01_ENTRY_LONG,小川回头看入口，追兵声像被门口吞掉,小川,头部回看,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=95.6 std=33.6 center_std=30.6",pass,,,,not_checked,
WB2_CORRIDOR_MSB126,MSB126,B05,13,SCN_CORRIDOR,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB126.png,CAM_CORRIDOR_01_ENTRY_LONG,发霉墙、旧标语残片、消防箱红色块，建立废楼质感,环境,固定细节,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=152.5 std=19.4 center_std=7.2",pass,,,,not_checked,
WB2_CORRIDOR_MSB127,MSB127,B05,13,SCN_CORRIDOR,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB127.png,CAM_CORRIDOR_01_ENTRY_LONG,小川跑向深处，身影被重复门洞切碎,小川/环境,低机位慢推,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=93.3 std=31.8 center_std=30.8",pass,,,,not_checked,
WB2_CORRIDOR_MSB128,MSB128,B05,13,SCN_CORRIDOR,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB128.png,CAM_CORRIDOR_01_ENTRY_LONG,小川刚跑出画面，走廊空着，只剩冷绿灯闪,环境,locked-off,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=96.2 std=33.0 center_std=31.8",pass,,,,not_checked,
WB2_CORRIDOR_MSB129,MSB129,B05,14,SCN_CORRIDOR,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB129.png,CAM_CORRIDOR_02_LOW_TRACK,镜头贴着墙面跟小川跑，墙皮近到压迫画面,小川/环境,低位 tracking,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=108.5 std=32.0 center_std=29.9",pass,,,,not_checked,
WB2_CORRIDOR_MSB130,MSB130,B05,14,SCN_CORRIDOR,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB130.png,CAM_CORRIDOR_02_LOW_TRACK,小川一只手扶墙，另一只手抓书包带，呼吸乱,小川,手擦过发霉墙,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=120.6 std=28.0 center_std=20.0",pass,,,,not_checked,
WB2_CORRIDOR_MSB131,MSB131,B05,14,SCN_CORRIDOR,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB131.png,CAM_CORRIDOR_02_LOW_TRACK,小川猛回头，远处没有清晰追兵，只有灯管闪,小川,头部快速回看,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=95.6 std=33.1 center_std=30.9",pass,,,,not_checked,
WB2_CORRIDOR_MSB132,MSB132,B05,14,SCN_CORRIDOR,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB132.png,CAM_CORRIDOR_02_LOW_TRACK,重复门洞看起来比上一镜更多，但结构仍真实,环境,slow dolly in,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=91.2 std=33.9 center_std=39.8",pass,,,,not_checked,
WB2_CORRIDOR_MSB133,MSB133,B05,14,SCN_CORRIDOR,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB133.png,CAM_CORRIDOR_02_LOW_TRACK,冷绿灯管闪烁，节奏慢慢接近电话铃,环境/道具,灯光闪动,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=91.3 std=33.4 center_std=40.6",pass,,,,not_checked,
WB2_CORRIDOR_MSB134,MSB134,B05,14,SCN_CORRIDOR,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB134.png,CAM_CORRIDOR_02_LOW_TRACK,小川停在走廊边，嘴张开，试图听声音,小川,停住，身体仍绷,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=95.7 std=33.0 center_std=35.0",pass,,,,not_checked,
WB2_CORRIDOR_MSB135,MSB135,B05,14,SCN_CORRIDOR,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB135.png,CAM_CORRIDOR_02_LOW_TRACK,走廊尽头仍是暗门，没有出口，空间像循环,环境,中轴固定,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=88.9 std=32.7 center_std=39.5",pass,,,,not_checked,
WB2_CORRIDOR_MSB136,MSB136,B05,14,SCN_CORRIDOR,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB136.png,CAM_CORRIDOR_02_LOW_TRACK,小川从跑变成慢走，书包歪着，脚步变轻,小川,速度减慢,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=97.8 std=35.4 center_std=34.2",pass,,,,not_checked,
WB2_CORRIDOR_MSB137,MSB137,B05,14,SCN_CORRIDOR,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB137.png,CAM_CORRIDOR_02_LOW_TRACK,小川听到远处铃声，眼睛抬起但不知来源,小川,头微抬,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=96.8 std=37.8 center_std=43.8",pass,,,,not_checked,
WB2_CORRIDOR_MSB138,MSB138,B05,14,SCN_CORRIDOR,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB138.png,CAM_CORRIDOR_02_LOW_TRACK,走廊深处出现极弱暖点，还不像电话亭,环境,远处暖光一点,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=96.9 std=36.8 center_std=42.8",pass,,,,not_checked,
WB2_PHONE_MSB139,MSB139,B05,15,SCN_PHONE,whitebox_renders_v2/B05/WB2_PHONE_MSB139.png,CAM_PHONE_01_DISTANT_GLOW,走廊尽头暖白光变清楚，电话亭轮廓第一次可辨,电话亭/环境,locked-off,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=90.7 std=31.5 center_std=38.8",pass,,,,not_checked,
WB2_PHONE_MSB140,MSB140,B05,15,SCN_PHONE,whitebox_renders_v2/B05/WB2_PHONE_MSB140.png,CAM_PHONE_01_DISTANT_GLOW,小川在走廊中段停下，面对远处电话亭，比例很小,小川/电话亭,身体停住,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=90.1 std=32.0 center_std=39.5",pass,,,,not_checked,
WB2_PHONE_MSB141,MSB141,B05,15,SCN_PHONE,whitebox_renders_v2/B05/WB2_PHONE_MSB141.png,CAM_PHONE_01_DISTANT_GLOW,小川侧脸听铃声，眼睛看向暖光，红领巾微亮,小川,头慢慢抬,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=90.6 std=31.7 center_std=38.9",pass,,,,not_checked,
WB2_PHONE_MSB142,MSB142,B05,15,SCN_PHONE,whitebox_renders_v2/B05/WB2_PHONE_MSB142.png,CAM_PHONE_01_DISTANT_GLOW,电话亭不合理地嵌在废楼深处，但材质是旧玻璃和金属,电话亭,不移动，只发光,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=90.5 std=31.7 center_std=39.0",pass,,,,not_checked,
WB2_PHONE_MSB143,MSB143,B05,15,SCN_PHONE,whitebox_renders_v2/B05/WB2_PHONE_MSB143.png,CAM_PHONE_01_DISTANT_GLOW,冷绿走廊和暖白电话亭形成明确色块，小川夹在中间,环境/小川,构图对称,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=91.0 std=31.2 center_std=36.5",pass,,,,not_checked,
WB2_PHONE_MSB144,MSB144,B05,15,SCN_PHONE,whitebox_renders_v2/B05/WB2_PHONE_MSB144.png,CAM_PHONE_01_DISTANT_GLOW,小川很慢地向电话亭方向迈一步，不是逃跑,小川,慢步向前,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=92.5 std=32.1 center_std=39.9",pass,,,,not_checked,
WB2_PHONE_MSB145,MSB145,B05,15,SCN_PHONE,whitebox_renders_v2/B05/WB2_PHONE_MSB145.png,CAM_PHONE_01_DISTANT_GLOW,电话亭内旧电话和垂下电话线隐约可见,电话亭/道具,微 push-in,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=89.9 std=31.7 center_std=38.7",pass,,,,not_checked,
WB2_PHONE_MSB146,MSB146,B05,15,SCN_PHONE,whitebox_renders_v2/B05/WB2_PHONE_MSB146.png,CAM_PHONE_01_DISTANT_GLOW,小川在电话亭前方一段距离停下，暖光照到鞋尖,小川/电话亭,停顿一拍,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=90.1 std=31.8 center_std=39.2",pass,,,,not_checked,
WB2_PHONE_MSB147,MSB147,B05,16,SCN_PHONE,whitebox_renders_v2/B05/WB2_PHONE_MSB147.png,CAM_PHONE_02_APPROACH_CLOSE,电话亭门框占前景，小川从左侧黑暗靠近,小川/电话亭,slow dolly in,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=119.6 std=39.1 center_std=8.8",pass,,,,not_checked,
WB2_PHONE_MSB148,MSB148,B05,16,SCN_PHONE,whitebox_renders_v2/B05/WB2_PHONE_MSB148.png,CAM_PHONE_02_APPROACH_CLOSE,暖白光先照到小川红领巾和脸下半部，眼睛仍在阴影里,小川,慢慢前进,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=116.6 std=39.1 center_std=15.4",pass,,,,not_checked,
WB2_PHONE_MSB149,MSB149,B05,16,SCN_PHONE,whitebox_renders_v2/B05/WB2_PHONE_MSB149.png,CAM_PHONE_02_APPROACH_CLOSE,浅绿色书包边缘被电话亭光勾出来，肩带一松一紧,小川/道具,小步靠近,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=119.0 std=38.9 center_std=7.4",pass,,,,not_checked,
WB2_PHONE_MSB150,MSB150,B05,16,SCN_PHONE,whitebox_renders_v2/B05/WB2_PHONE_MSB150.png,CAM_PHONE_02_APPROACH_CLOSE,小川眼睛看向旧听筒，不看镜头，嘴唇半张,小川/电话,头微转,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=118.9 std=40.0 center_std=17.4",pass,,,,not_checked,
WB2_PHONE_MSB151,MSB151,B05,16,SCN_PHONE,whitebox_renders_v2/B05/WB2_PHONE_MSB151.png,CAM_PHONE_02_APPROACH_CLOSE,小川手伸向电话亭边缘又缩回一点，指尖颤,小川/道具,伸手-停-缩,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,"Use shared adjacent whitebox MSB152; generate this as a separate pure image with prompt delta: subject=小川/道具; micro_movement=伸手-停-缩; story_focus=小川手伸向电话亭边缘又缩回一点，指尖颤; keep the shared whitebox composition and environment anchors unchanged; only change the stated micro movement, expression, prop state, light cue, or UI state",,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=118.4 std=39.8 center_std=13.0 composition_reuse DUP001 size=3 ref=MSB151; phone-booth micro action/light/electronicization can reuse the same whitebox adjacent_similarity ref=MSB152 mad=2.63 dh=3 color=3.49 fg=0.023",composition_reuse_review,ADJACENT,MSB152,mad=2.63;dhash=3;color=3.49;fg=0.023,review,phone-booth micro action/light/electronicization can reuse the same whitebox
WB2_PHONE_MSB152,MSB152,B05,16,SCN_PHONE,whitebox_renders_v2/B05/WB2_PHONE_MSB152.png,CAM_PHONE_02_APPROACH_CLOSE,小川站在电话亭前，小身体被暖光包住，背后仍是冷绿走廊,小川/电话亭,停住,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,"Use shared adjacent whitebox MSB151; generate this as a separate pure image with prompt delta: subject=小川/电话亭; micro_movement=停住; story_focus=小川站在电话亭前，小身体被暖光包住，背后仍是冷绿走廊; keep the shared whitebox composition and environment anchors unchanged; only change the stated micro movement, expression, prop state, light cue, or UI state",,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=117.7 std=39.8 center_std=11.3 composition_reuse DUP001 size=3 ref=MSB151; phone-booth micro action/light/electronicization can reuse the same whitebox adjacent_similarity ref=MSB151 mad=2.63 dh=3 color=3.49 fg=0.023",composition_reuse_review,ADJACENT,MSB151,mad=2.63;dhash=3;color=3.49;fg=0.023,review,phone-booth micro action/light/electronicization can reuse the same whitebox
WB2_PHONE_MSB153,MSB153,B05,16,SCN_PHONE,whitebox_renders_v2/B05/WB2_PHONE_MSB153.png,CAM_PHONE_02_APPROACH_CLOSE,旧电话听筒轻微震动或铃声源头被强调，塑料旧化清楚,电话/道具,固定特写,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=119.7 std=40.5 center_std=21.4",pass,,,,not_checked,
WB2_PHONE_MSB154,MSB154,B05,16,SCN_PHONE,whitebox_renders_v2/B05/WB2_PHONE_MSB154.png,CAM_PHONE_02_APPROACH_CLOSE,小川手悬在听筒旁，眼泪没落，呼吸压住,小川/电话,手悬停,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,fail,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=120.3 std=37.8 center_std=11.7",pass,,,,not_checked,
WB2_PHONE_MSB155,MSB155,B06,17,SCN_PHONE,whitebox_renders_v2/B06/WB2_PHONE_MSB155.png,CAM_PHONE_03_RECEIVER_INSERT,旧电话听筒安静挂着，暖白光照出塑料划痕,电话,fixed close-up,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=134.1 std=50.6 center_std=56.0",pass,,,,not_checked,
WB2_PHONE_MSB156,MSB156,B06,17,SCN_PHONE,whitebox_renders_v2/B06/WB2_PHONE_MSB156.png,CAM_PHONE_03_RECEIVER_INSERT,小川的小手从下方进入画面，指尖犹豫,小川/电话,手慢慢靠近,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=135.5 std=38.3 center_std=27.2",pass,,,,not_checked,
WB2_PHONE_MSB157,MSB157,B06,17,SCN_PHONE,whitebox_renders_v2/B06/WB2_PHONE_MSB157.png,CAM_PHONE_03_RECEIVER_INSERT,指尖刚碰到旧听筒，手指发僵,小川/电话,微颤,pass,pass,pass,pass,review,review,human_review,human_review,human_review,human_review,human_review,auto_pass_needs_human_review,,,,"panel-level whitebox default: one MSB panel, one whitebox auto_metrics width=1280 height=720 mean=107.7 std=44.2 center_std=44.1",pass,,,,not_checked,
