panel_id,batch,clip,clip_title,scene_id,whitebox_required,whitebox_id,planned_whitebox_path,reason,source_camera,layout_focus,character_blocking,pose_or_path,status
MSB161,B06,17,接起电话,SCN_PHONE,yes,WB2_PHONE_MSB161,whitebox_renders_v2/B06/WB2_PHONE_MSB161.png,手、听筒、电话线容易变形，需要 insert 白模,CAM_PHONE_03_RECEIVER_INSERT,小川脸部微微僵住，暖光与冷绿在脸上分裂,小川,完全静止一拍,planned_panel_whitebox
MSB162,B06,18,电子化,SCN_PHONE,yes,WB2_PHONE_MSB162,whitebox_renders_v2/B06/WB2_PHONE_MSB162.png,电子化前空间不能漂移,CAM_PHONE_02_APPROACH_CLOSE,电话线表面出现细微 CRT 扫描线，不是科幻电流,电话线,线条轻闪,planned_panel_whitebox
MSB163,B06,18,电子化,SCN_PHONE,yes,WB2_PHONE_MSB163,whitebox_renders_v2/B06/WB2_PHONE_MSB163.png,电子化前空间不能漂移,CAM_PHONE_02_APPROACH_CLOSE,扫描线从听筒沿电话线到小川手腕，手仍颤,小川/电话线,不移动位置,planned_panel_whitebox
MSB164,B06,18,电子化,SCN_PHONE,yes,WB2_PHONE_MSB164,whitebox_renders_v2/B06/WB2_PHONE_MSB164.png,电子化前空间不能漂移,CAM_PHONE_02_APPROACH_CLOSE,小川红领巾边缘出现低分辨率色块，但脸仍真实,小川,像素从边缘开始,planned_panel_whitebox
MSB165,B06,18,电子化,SCN_PHONE,yes,WB2_PHONE_MSB165,whitebox_renders_v2/B06/WB2_PHONE_MSB165.png,电子化前空间不能漂移,CAM_PHONE_02_APPROACH_CLOSE,浅绿色书包边缘被像素块切开，身份锚点保留,小川/书包,身体不动,planned_panel_whitebox
MSB166,B06,18,电子化,SCN_PHONE,yes,WB2_PHONE_MSB166,whitebox_renders_v2/B06/WB2_PHONE_MSB166.png,电子化前空间不能漂移,CAM_PHONE_02_APPROACH_CLOSE,电话亭后方走廊墙砖和灯管边缘开始色彩错位,环境,locked-off,planned_panel_whitebox
MSB167,B06,18,电子化,SCN_PHONE,yes,WB2_PHONE_MSB167,whitebox_renders_v2/B06/WB2_PHONE_MSB167.png,电子化前空间不能漂移,CAM_PHONE_02_APPROACH_CLOSE,小川半张脸仍真实，半张脸被扫描线切割,小川,保持同一脸,planned_panel_whitebox
MSB168,B06,18,电子化,SCN_PHONE,yes,WB2_PHONE_MSB168,whitebox_renders_v2/B06/WB2_PHONE_MSB168.png,电子化前空间不能漂移,CAM_PHONE_02_APPROACH_CLOSE,走廊纵深像纸片一样被压平，电话亭位置仍在深处,环境/电话亭,空间压平,planned_panel_whitebox
MSB169,B06,18,电子化,SCN_PHONE,yes,WB2_PHONE_MSB169,whitebox_renders_v2/B06/WB2_PHONE_MSB169.png,电子化前空间不能漂移,CAM_PHONE_02_APPROACH_CLOSE,CRT 扫描线和像素块闪白，作为进入 8-bit 的隐藏剪辑,环境/小川,强光但不换主题,planned_panel_whitebox
MSB170,B06,19,进入8-bit关卡,SCN_8BIT,yes,WB2_8BIT_MSB170,whitebox_renders_v2/B06/WB2_8BIT_MSB170.png,8-bit 必须固定横版空间,CAM_8BIT_01_STAGE_WIDE,废楼走廊变成像素横版舞台，电话亭在背景中右,环境/电话亭,orthographic fixed,planned_panel_whitebox
MSB171,B06,19,进入8-bit关卡,SCN_8BIT,yes,WB2_8BIT_MSB171,whitebox_renders_v2/B06/WB2_8BIT_MSB171.png,8-bit 必须固定横版空间,CAM_8BIT_01_STAGE_WIDE,像素小川站在左侧，蓝白外套、红领巾、浅绿书包色块清楚,小川像素,小幅 idle,planned_panel_whitebox
MSB172,B06,19,进入8-bit关卡,SCN_8BIT,yes,WB2_8BIT_MSB172,whitebox_renders_v2/B06/WB2_8BIT_MSB172.png,8-bit 必须固定横版空间,CAM_8BIT_01_STAGE_WIDE,老街机 UI 边缘出现，血条/分数有限色盘，不遮挡角色,UI/环境,UI 静止,planned_panel_whitebox
MSB173,B06,19,进入8-bit关卡,SCN_8BIT,yes,WB2_8BIT_MSB173,whitebox_renders_v2/B06/WB2_8BIT_MSB173.png,8-bit 必须固定横版空间,CAM_8BIT_01_STAGE_WIDE,四个像素敌人的影子从右侧进入，轮廓差异先出现,混混像素,右到左入场,planned_panel_whitebox
MSB174,B06,19,进入8-bit关卡,SCN_8BIT,yes,WB2_8BIT_MSB174,whitebox_renders_v2/B06/WB2_8BIT_MSB174.png,8-bit 必须固定横版空间,CAM_8BIT_01_STAGE_WIDE,短小黑夹克黄发像素敌人站在前方，腰包小色块可读,彬子像素,前压 idle,planned_panel_whitebox
MSB175,B06,19,进入8-bit关卡,SCN_8BIT,yes,WB2_8BIT_MSB175,whitebox_renders_v2/B06/WB2_8BIT_MSB175.png,8-bit 必须固定横版空间,CAM_8BIT_01_STAGE_WIDE,高杆像素敌人长条身形，横臂封路动作保留,高杆像素,横臂待机,planned_panel_whitebox
MSB176,B06,19,进入8-bit关卡,SCN_8BIT,yes,WB2_8BIT_MSB176,whitebox_renders_v2/B06/WB2_8BIT_MSB176.png,8-bit 必须固定横版空间,CAM_8BIT_01_STAGE_WIDE,宽体块大海和抖动小齐进入队形，四人功能清楚,混混像素,右侧站位,planned_panel_whitebox
MSB177,B06,19,进入8-bit关卡,SCN_8BIT,yes,WB2_8BIT_MSB177,whitebox_renders_v2/B06/WB2_8BIT_MSB177.png,8-bit 必须固定横版空间,CAM_8BIT_01_STAGE_WIDE,像素小川左侧，四个敌人右侧，电话亭仍在背景，开战前停一拍,全体像素,全体 idle,planned_panel_whitebox
MSB178,B06,20,WIN / INSERT COIN,SCN_8BIT,yes,WB2_8BIT_MSB178,whitebox_renders_v2/B06/WB2_8BIT_MSB178.png,8-bit 必须固定横版空间,CAM_8BIT_02_WIN_SCREEN,像素小川用浅绿书包色块形成短促旋风，击退最近敌人,小川像素/敌人,动作不超过一拍,planned_panel_whitebox
MSB179,B06,20,WIN / INSERT COIN,SCN_8BIT,yes,WB2_8BIT_MSB179,whitebox_renders_v2/B06/WB2_8BIT_MSB179.png,8-bit 必须固定横版空间,CAM_8BIT_02_WIN_SCREEN,一枚像素硬币从小川方向弹出，形成低分辨率冲击波,小川像素/道具,左到右短促,planned_panel_whitebox
MSB180,B06,20,WIN / INSERT COIN,SCN_8BIT,yes,WB2_8BIT_MSB180,whitebox_renders_v2/B06/WB2_8BIT_MSB180.png,8-bit 必须固定横版空间,CAM_8BIT_02_WIN_SCREEN,高杆长条像素敌人向后滑，横臂封路姿态瓦解,高杆像素,右侧后退,planned_panel_whitebox
MSB181,B06,20,WIN / INSERT COIN,SCN_8BIT,yes,WB2_8BIT_MSB181,whitebox_renders_v2/B06/WB2_8BIT_MSB181.png,8-bit 必须固定横版空间,CAM_8BIT_02_WIN_SCREEN,大海宽体块敌人被推回，挡路墙感消失,大海像素,后退两格,planned_panel_whitebox
MSB182,B06,20,WIN / INSERT COIN,SCN_8BIT,yes,WB2_8BIT_MSB182,whitebox_renders_v2/B06/WB2_8BIT_MSB182.png,8-bit 必须固定横版空间,CAM_8BIT_02_WIN_SCREEN,小齐小像素敌人第一个慌张后跳，条纹色块抖动,小齐像素,快速后跳,planned_panel_whitebox
MSB183,B06,20,WIN / INSERT COIN,SCN_8BIT,yes,WB2_8BIT_MSB183,whitebox_renders_v2/B06/WB2_8BIT_MSB183.png,8-bit 必须固定横版空间,CAM_8BIT_02_WIN_SCREEN,彬子像素敌人最后停住，黄发黑夹克色块仍清楚,彬子像素,短暂停住,planned_panel_whitebox
MSB184,B06,20,WIN / INSERT COIN,SCN_8BIT,yes,WB2_8BIT_MSB184,whitebox_renders_v2/B06/WB2_8BIT_MSB184.png,8-bit 必须固定横版空间,CAM_8BIT_02_WIN_SCREEN,敌人全部消失或倒地成低分辨率闪烁，不做血腥表现,全体像素,画面短促闪白,planned_panel_whitebox
MSB185,B06,20,WIN / INSERT COIN,SCN_8BIT,yes,WB2_8BIT_MSB185,whitebox_renders_v2/B06/WB2_8BIT_MSB185.png,8-bit 必须固定横版空间,CAM_8BIT_02_WIN_SCREEN,像素小川站在左中，仍是紧张待机动作，没有胜利姿势,小川像素,静止,planned_panel_whitebox
MSB186,B06,20,WIN / INSERT COIN,SCN_8BIT,yes,WB2_8BIT_MSB186,whitebox_renders_v2/B06/WB2_8BIT_MSB186.png,8-bit 必须固定横版空间,CAM_8BIT_02_WIN_SCREEN,巨大黄色像素字 WIN 出现在画面中央，背景仍是废楼像素走廊,UI/小川,UI 弹出,planned_panel_whitebox
MSB187,B06,20,WIN / INSERT COIN,SCN_8BIT,yes,WB2_8BIT_MSB187,whitebox_renders_v2/B06/WB2_8BIT_MSB187.png,8-bit 必须固定横版空间,CAM_8BIT_02_WIN_SCREEN,WIN 保持不动，像街机卡住一样安静，电话亭轮廓仍在背景,UI/环境,几乎静止,planned_panel_whitebox
MSB188,B06,20,WIN / INSERT COIN,SCN_8BIT,yes,WB2_8BIT_MSB188,whitebox_renders_v2/B06/WB2_8BIT_MSB188.png,8-bit 必须固定横版空间,CAM_8BIT_02_WIN_SCREEN,画面角落闪出 INSERT COIN，WIN 仍在，街机待机感吞掉结局,UI/环境,文字闪烁,planned_panel_whitebox
