whitebox_id,panel_id,batch,clip,scene_id,source_camera,render_path,location,lens_or_ortho,layout_focus,pose_or_path,status
WB2_PHONE_MSB162,MSB162,B06,18,SCN_PHONE,CAM_PHONE_02_APPROACH_CLOSE,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_PHONE_MSB162.png,"(-1.15, 28.78, 1.32)",35.0mm,电话线表面出现细微 CRT 扫描线，不是科幻电流,线条轻闪,rendered
WB2_PHONE_MSB163,MSB163,B06,18,SCN_PHONE,CAM_PHONE_02_APPROACH_CLOSE,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_PHONE_MSB163.png,"(-1.07, 29.0, 1.35)",35.0mm,扫描线从听筒沿电话线到小川手腕，手仍颤,不移动位置,rendered
WB2_PHONE_MSB164,MSB164,B06,18,SCN_PHONE,CAM_PHONE_02_APPROACH_CLOSE,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_PHONE_MSB164.png,"(-0.99, 29.22, 1.38)",35.0mm,小川红领巾边缘出现低分辨率色块，但脸仍真实,像素从边缘开始,rendered
WB2_PHONE_MSB165,MSB165,B06,18,SCN_PHONE,CAM_PHONE_02_APPROACH_CLOSE,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_PHONE_MSB165.png,"(-1.31, 28.78, 1.32)",35.0mm,浅绿色书包边缘被像素块切开，身份锚点保留,身体不动,rendered
WB2_PHONE_MSB166,MSB166,B06,18,SCN_PHONE,CAM_PHONE_02_APPROACH_CLOSE,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_PHONE_MSB166.png,"(-1.23, 29.0, 1.35)",35.0mm,电话亭后方走廊墙砖和灯管边缘开始色彩错位,locked-off,rendered
WB2_PHONE_MSB167,MSB167,B06,18,SCN_PHONE,CAM_PHONE_02_APPROACH_CLOSE,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_PHONE_MSB167.png,"(-1.15, 29.22, 1.38)",35.0mm,小川半张脸仍真实，半张脸被扫描线切割,保持同一脸,rendered
WB2_PHONE_MSB168,MSB168,B06,18,SCN_PHONE,CAM_PHONE_02_APPROACH_CLOSE,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_PHONE_MSB168.png,"(-1.07, 28.78, 1.32)",35.0mm,走廊纵深像纸片一样被压平，电话亭位置仍在深处,空间压平,rendered
WB2_PHONE_MSB169,MSB169,B06,18,SCN_PHONE,CAM_PHONE_02_APPROACH_CLOSE,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_PHONE_MSB169.png,"(-0.99, 29.0, 1.35)",35.0mm,CRT 扫描线和像素块闪白，作为进入 8-bit 的隐藏剪辑,强光但不换主题,rendered
WB2_8BIT_MSB170,MSB170,B06,19,SCN_8BIT,CAM_8BIT_01_STAGE_WIDE,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_8BIT_MSB170.png,"(14.56, 27.4, 2.06)",ortho 7.40,废楼走廊变成像素横版舞台，电话亭在背景中右,orthographic fixed,rendered
WB2_8BIT_MSB171,MSB171,B06,19,SCN_8BIT,CAM_8BIT_01_STAGE_WIDE,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_8BIT_MSB171.png,"(14.78, 27.85, 1.94)",ortho 7.30,像素小川站在左侧，蓝白外套、红领巾、浅绿书包色块清楚,小幅 idle,rendered
WB2_8BIT_MSB172,MSB172,B06,19,SCN_8BIT,CAM_8BIT_01_STAGE_WIDE,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_8BIT_MSB172.png,"(15.0, 26.5, 2.0)",ortho 7.20,老街机 UI 边缘出现，血条/分数有限色盘，不遮挡角色,UI 静止,rendered
WB2_8BIT_MSB173,MSB173,B06,19,SCN_8BIT,CAM_8BIT_01_STAGE_WIDE,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_8BIT_MSB173.png,"(15.22, 26.95, 2.06)",ortho 7.10,四个像素敌人的影子从右侧进入，轮廓差异先出现,右到左入场,rendered
WB2_8BIT_MSB174,MSB174,B06,19,SCN_8BIT,CAM_8BIT_01_STAGE_WIDE,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_8BIT_MSB174.png,"(15.44, 27.4, 1.94)",ortho 7.00,短小黑夹克黄发像素敌人站在前方，腰包小色块可读,前压 idle,rendered
WB2_8BIT_MSB175,MSB175,B06,19,SCN_8BIT,CAM_8BIT_01_STAGE_WIDE,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_8BIT_MSB175.png,"(14.56, 27.85, 2.0)",ortho 6.90,高杆像素敌人长条身形，横臂封路动作保留,横臂待机,rendered
WB2_8BIT_MSB176,MSB176,B06,19,SCN_8BIT,CAM_8BIT_01_STAGE_WIDE,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_8BIT_MSB176.png,"(14.78, 26.5, 2.06)",ortho 6.80,宽体块大海和抖动小齐进入队形，四人功能清楚,右侧站位,rendered
WB2_8BIT_MSB177,MSB177,B06,19,SCN_8BIT,CAM_8BIT_01_STAGE_WIDE,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_8BIT_MSB177.png,"(15.0, 26.95, 1.94)",ortho 6.70,像素小川左侧，四个敌人右侧，电话亭仍在背景，开战前停一拍,全体 idle,rendered
WB2_8BIT_MSB178,MSB178,B06,20,SCN_8BIT,CAM_8BIT_02_WIN_SCREEN,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_8BIT_MSB178.png,"(15.18, 28.95, 2.35)",ortho 5.70,像素小川用浅绿书包色块形成短促旋风，击退最近敌人,动作不超过一拍,rendered
WB2_8BIT_MSB179,MSB179,B06,20,SCN_8BIT,CAM_8BIT_02_WIN_SCREEN,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_8BIT_MSB179.png,"(15.36, 29.3, 2.4)",ortho 5.62,一枚像素硬币从小川方向弹出，形成低分辨率冲击波,左到右短促,rendered
WB2_8BIT_MSB180,MSB180,B06,20,SCN_8BIT,CAM_8BIT_02_WIN_SCREEN,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_8BIT_MSB180.png,"(14.64, 28.6, 2.3)",ortho 5.54,高杆长条像素敌人向后滑，横臂封路姿态瓦解,右侧后退,rendered
WB2_8BIT_MSB181,MSB181,B06,20,SCN_8BIT,CAM_8BIT_02_WIN_SCREEN,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_8BIT_MSB181.png,"(14.82, 28.95, 2.35)",ortho 5.46,大海宽体块敌人被推回，挡路墙感消失,后退两格,rendered
WB2_8BIT_MSB182,MSB182,B06,20,SCN_8BIT,CAM_8BIT_02_WIN_SCREEN,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_8BIT_MSB182.png,"(15.0, 29.3, 2.4)",ortho 5.38,小齐小像素敌人第一个慌张后跳，条纹色块抖动,快速后跳,rendered
WB2_8BIT_MSB183,MSB183,B06,20,SCN_8BIT,CAM_8BIT_02_WIN_SCREEN,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_8BIT_MSB183.png,"(15.18, 28.6, 2.3)",ortho 5.30,彬子像素敌人最后停住，黄发黑夹克色块仍清楚,短暂停住,rendered
WB2_8BIT_MSB184,MSB184,B06,20,SCN_8BIT,CAM_8BIT_02_WIN_SCREEN,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_8BIT_MSB184.png,"(15.36, 28.95, 2.35)",ortho 5.22,敌人全部消失或倒地成低分辨率闪烁，不做血腥表现,画面短促闪白,rendered
WB2_8BIT_MSB185,MSB185,B06,20,SCN_8BIT,CAM_8BIT_02_WIN_SCREEN,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_8BIT_MSB185.png,"(14.64, 29.3, 2.4)",ortho 5.14,像素小川站在左中，仍是紧张待机动作，没有胜利姿势,静止,rendered
WB2_8BIT_MSB186,MSB186,B06,20,SCN_8BIT,CAM_8BIT_02_WIN_SCREEN,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_8BIT_MSB186.png,"(14.82, 28.6, 2.3)",ortho 5.06,巨大黄色像素字 WIN 出现在画面中央，背景仍是废楼像素走廊,UI 弹出,rendered
WB2_8BIT_MSB187,MSB187,B06,20,SCN_8BIT,CAM_8BIT_02_WIN_SCREEN,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_8BIT_MSB187.png,"(15.0, 28.95, 2.35)",ortho 5.06,WIN 保持不动，像街机卡住一样安静，电话亭轮廓仍在背景,几乎静止,rendered
WB2_8BIT_MSB188,MSB188,B06,20,SCN_8BIT,CAM_8BIT_02_WIN_SCREEN,E:\视觉\投币口\01_AIGC\whitebox_renders_v2\B06\WB2_8BIT_MSB188.png,"(15.18, 29.3, 2.4)",ortho 5.06,画面角落闪出 INSERT COIN，WIN 仍在，街机待机感吞掉结局,文字闪烁,rendered
