card_uid,item_id,scene_id,beat,shot_type,frame_description,linked_cards,spatial_logic,image_prompt,video_prompt,notes,revision_note,sort_after,selected,status,output_path,references
CARD_BW_032,OP_SHOT_032,SCN_REF003_NEMO,Nemo 夕景初入,Nemo profile start,"Stern adult submarine captain in dark uniform and white cap against sunset sky, no text.","OP_SHOT_031, OP_SHOT_033","Reference-003 full OP 1:1 remake mapping. Preserve shot timing, composition function, motion role, and unit order from the full video; replace any original readable text/logo/subtitle with clean no-text live-action composition.","21:9 anamorphic live-action keyframe, faithful high-end live-action remake of a 1990 Japanese adventure-anime OP, pure image only, no readable text/logo/subtitle/watermark. Reference source: reference-003-full-op-2160p at 01:06.50. Shot OP_SHOT_032: Nemo profile start. Frame description: Stern adult submarine captain in dark uniform and white cap against sunset sky, no text. Unit: VU_REF003_016_NEMO_SUNSET_PROFILE (Nemo 夕景船长肖像). Character locks when visible: Nadia uses the selected C-version heroine lock: age-appropriate 14-year-old adventure girl, honey-tan complexion, refined commercial live-action face, short glossy navy-black bob hair, large gold hoop earrings, slim gold bangles, modest red-orange and white adventure outfit with covered torso, sapphire Blue Water pendant; Jean is a 14-year-old French boy inventor with round glasses, brown hair, blue cap/beret, blue jacket, white shirt, red bow tie, short trousers, brown boots; Marie is a child in a modest dress; King is a small lion cub with red scarf; Grandis is an adult red-haired woman in red uniform; Sanson and Hanson are adult companions; Nemo is a stern adult submarine captain; Electra is an adult first officer. All minors must be age-appropriate, non-sexualized, adventure-safe. Negative prompt: No readable text, no title letters, no lyrics, no credits, no NHK mark, no subtitles, no watermark, no random symbols, no direct anime screenshot copying, no adult recast of minors, no sexualized minor, no modern cars, no smartphone, no distorted face or hands.","基于完整 reference-003 OP 的组级视频提示词 / Full-reference unit-aware video prompt
- 视频单位 / Video unit: VU_REF003_016_NEMO_SUNSET_PROFILE
- 组级提示词 / Unit prompt: 07_shots/video_prompts_by_unit/VU_REF003_016_NEMO_SUNSET_PROFILE.md
- 本关键帧 / This keyframe: 图1 = OP_SHOT_032 (图1 / Nemo_profile_start)
- 参考时间 / Reference timing: 01:06.50
- 使用规则 / Use rule: follow the full OP reference-003 unit order; do not use VU_REF002 prompts; replace all source text/logo/subtitle with clean no-text remake imagery.
",REFERENCE_003_FULL_OP_ACTIVE: officially remapped to full 84.44s OP reference. Existing output_path is historical/style evidence only until regenerated from this prompt.,V3 fixes character age/costume and OP structure: Nadia uses selected C-version heroine design; Nadia/Jean are 14; opening is clouds -> white bird -> Jean plane.,OP_SHOT_031,True,prompt_ready_reference003,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_032.png,[]
CARD_BW_033,OP_SHOT_033,SCN_REF003_NEMO,Nemo 夕景 hold,Nemo profile hold,"Nemo holds a dignified profile at sunset, wind and coat shape clear.","OP_SHOT_032, OP_SHOT_034","Reference-003 full OP 1:1 remake mapping. Preserve shot timing, composition function, motion role, and unit order from the full video; replace any original readable text/logo/subtitle with clean no-text live-action composition.","21:9 anamorphic live-action keyframe, faithful high-end live-action remake of a 1990 Japanese adventure-anime OP, pure image only, no readable text/logo/subtitle/watermark. Reference source: reference-003-full-op-2160p at 01:09.50. Shot OP_SHOT_033: Nemo profile hold. Frame description: Nemo holds a dignified profile at sunset, wind and coat shape clear. Unit: VU_REF003_016_NEMO_SUNSET_PROFILE (Nemo 夕景船长肖像). Character locks when visible: Nadia uses the selected C-version heroine lock: age-appropriate 14-year-old adventure girl, honey-tan complexion, refined commercial live-action face, short glossy navy-black bob hair, large gold hoop earrings, slim gold bangles, modest red-orange and white adventure outfit with covered torso, sapphire Blue Water pendant; Jean is a 14-year-old French boy inventor with round glasses, brown hair, blue cap/beret, blue jacket, white shirt, red bow tie, short trousers, brown boots; Marie is a child in a modest dress; King is a small lion cub with red scarf; Grandis is an adult red-haired woman in red uniform; Sanson and Hanson are adult companions; Nemo is a stern adult submarine captain; Electra is an adult first officer. All minors must be age-appropriate, non-sexualized, adventure-safe. Negative prompt: No readable text, no title letters, no lyrics, no credits, no NHK mark, no subtitles, no watermark, no random symbols, no direct anime screenshot copying, no adult recast of minors, no sexualized minor, no modern cars, no smartphone, no distorted face or hands.","基于完整 reference-003 OP 的组级视频提示词 / Full-reference unit-aware video prompt
- 视频单位 / Video unit: VU_REF003_016_NEMO_SUNSET_PROFILE
- 组级提示词 / Unit prompt: 07_shots/video_prompts_by_unit/VU_REF003_016_NEMO_SUNSET_PROFILE.md
- 本关键帧 / This keyframe: 图2 = OP_SHOT_033 (图2 / Nemo_profile_hold)
- 参考时间 / Reference timing: 01:09.50
- 使用规则 / Use rule: follow the full OP reference-003 unit order; do not use VU_REF002 prompts; replace all source text/logo/subtitle with clean no-text remake imagery.
",REFERENCE_003_FULL_OP_ACTIVE: officially remapped to full 84.44s OP reference. Existing output_path is historical/style evidence only until regenerated from this prompt.,V3 fixes character age/costume and OP structure: Nadia uses selected C-version heroine design; Nadia/Jean are 14; opening is clouds -> white bird -> Jean plane. Heroine design replacement generated with selected C candidate.,OP_SHOT_032,True,prompt_ready_reference003,08_generation/jobs/OP_KEYFRAMES_20260629_HEROINE_C_REPLACE/outputs/OP_SHOT_033.png,[]
CARD_BW_034,OP_SHOT_034,SCN_REF003_NADIA_SOLEMN,Nadia 庄重正面,Nadia solemn front,"Nadia C-version front close-up in cool symbolic light, serious and age-safe.","OP_SHOT_033, OP_SHOT_035","Reference-003 full OP 1:1 remake mapping. Preserve shot timing, composition function, motion role, and unit order from the full video; replace any original readable text/logo/subtitle with clean no-text live-action composition.","21:9 anamorphic live-action keyframe, faithful high-end live-action remake of a 1990 Japanese adventure-anime OP, pure image only, no readable text/logo/subtitle/watermark. Reference source: reference-003-full-op-2160p at 01:12.00. Shot OP_SHOT_034: Nadia solemn front. Frame description: Nadia C-version front close-up in cool symbolic light, serious and age-safe. Unit: VU_REF003_017_NADIA_SOLEMN_CLOSE (Nadia 庄重正面近景). Character locks when visible: Nadia uses the selected C-version heroine lock: age-appropriate 14-year-old adventure girl, honey-tan complexion, refined commercial live-action face, short glossy navy-black bob hair, large gold hoop earrings, slim gold bangles, modest red-orange and white adventure outfit with covered torso, sapphire Blue Water pendant; Jean is a 14-year-old French boy inventor with round glasses, brown hair, blue cap/beret, blue jacket, white shirt, red bow tie, short trousers, brown boots; Marie is a child in a modest dress; King is a small lion cub with red scarf; Grandis is an adult red-haired woman in red uniform; Sanson and Hanson are adult companions; Nemo is a stern adult submarine captain; Electra is an adult first officer. All minors must be age-appropriate, non-sexualized, adventure-safe. Negative prompt: No readable text, no title letters, no lyrics, no credits, no NHK mark, no subtitles, no watermark, no random symbols, no direct anime screenshot copying, no adult recast of minors, no sexualized minor, no modern cars, no smartphone, no distorted face or hands.","基于完整 reference-003 OP 的组级视频提示词 / Full-reference unit-aware video prompt
- 视频单位 / Video unit: VU_REF003_017_NADIA_SOLEMN_CLOSE
- 组级提示词 / Unit prompt: 07_shots/video_prompts_by_unit/VU_REF003_017_NADIA_SOLEMN_CLOSE.md
- 本关键帧 / This keyframe: 图1 = OP_SHOT_034 (图1 / Nadia_solemn_front)
- 参考时间 / Reference timing: 01:12.00
- 使用规则 / Use rule: follow the full OP reference-003 unit order; do not use VU_REF002 prompts; replace all source text/logo/subtitle with clean no-text remake imagery.
",REFERENCE_003_FULL_OP_ACTIVE: officially remapped to full 84.44s OP reference. Existing output_path is historical/style evidence only until regenerated from this prompt.,V3 fixes character age/costume and OP structure: Nadia uses selected C-version heroine design; Nadia/Jean are 14; opening is clouds -> white bird -> Jean plane. Heroine design replacement generated with selected C candidate.,OP_SHOT_033,True,prompt_ready_reference003,08_generation/jobs/OP_KEYFRAMES_20260629_HEROINE_C_REPLACE/outputs/OP_SHOT_034.png,[]
CARD_BW_035,OP_SHOT_035,SCN_REF003_BLUE_WATER,Blue Water 宝石象征,Blue Water symbol,"Blue Water jewel/sapphire symbol over clean blue field, no text or marks.","OP_SHOT_034, OP_SHOT_036","Reference-003 full OP 1:1 remake mapping. Preserve shot timing, composition function, motion role, and unit order from the full video; replace any original readable text/logo/subtitle with clean no-text live-action composition.","21:9 anamorphic live-action keyframe, faithful high-end live-action remake of a 1990 Japanese adventure-anime OP, pure image only, no readable text/logo/subtitle/watermark. Reference source: reference-003-full-op-2160p at 01:13.50. Shot OP_SHOT_035: Blue Water symbol. Frame description: Blue Water jewel/sapphire symbol over clean blue field, no text or marks. Unit: VU_REF003_018_BLUE_WATER_SYMBOL (Blue Water 象征与水下纹理). Character locks when visible: Nadia uses the selected C-version heroine lock: age-appropriate 14-year-old adventure girl, honey-tan complexion, refined commercial live-action face, short glossy navy-black bob hair, large gold hoop earrings, slim gold bangles, modest red-orange and white adventure outfit with covered torso, sapphire Blue Water pendant; Jean is a 14-year-old French boy inventor with round glasses, brown hair, blue cap/beret, blue jacket, white shirt, red bow tie, short trousers, brown boots; Marie is a child in a modest dress; King is a small lion cub with red scarf; Grandis is an adult red-haired woman in red uniform; Sanson and Hanson are adult companions; Nemo is a stern adult submarine captain; Electra is an adult first officer. All minors must be age-appropriate, non-sexualized, adventure-safe. Negative prompt: No readable text, no title letters, no lyrics, no credits, no NHK mark, no subtitles, no watermark, no random symbols, no direct anime screenshot copying, no adult recast of minors, no sexualized minor, no modern cars, no smartphone, no distorted face or hands.","基于完整 reference-003 OP 的组级视频提示词 / Full-reference unit-aware video prompt
- 视频单位 / Video unit: VU_REF003_018_BLUE_WATER_SYMBOL
- 组级提示词 / Unit prompt: 07_shots/video_prompts_by_unit/VU_REF003_018_BLUE_WATER_SYMBOL.md
- 本关键帧 / This keyframe: 图1 = OP_SHOT_035 (图1 / Blue_Water_jewel_symbol)
- 参考时间 / Reference timing: 01:13.50
- 使用规则 / Use rule: follow the full OP reference-003 unit order; do not use VU_REF002 prompts; replace all source text/logo/subtitle with clean no-text remake imagery.
",REFERENCE_003_FULL_OP_ACTIVE: officially remapped to full 84.44s OP reference. Existing output_path is historical/style evidence only until regenerated from this prompt.,V3 fixes character age/costume and OP structure: Nadia uses selected C-version heroine design; Nadia/Jean are 14; opening is clouds -> white bird -> Jean plane.,OP_SHOT_034,True,prompt_ready_reference003,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_035.png,[]
CARD_BW_036,OP_SHOT_036,SCN_REF003_BLUE_WATER,蓝色符号光,blue symbol bloom,"Cyan-blue bloom or energy texture replaces original text overlay, jewel feeling preserved.","OP_SHOT_035, OP_SHOT_037","Reference-003 full OP 1:1 remake mapping. Preserve shot timing, composition function, motion role, and unit order from the full video; replace any original readable text/logo/subtitle with clean no-text live-action composition.","21:9 anamorphic live-action keyframe, faithful high-end live-action remake of a 1990 Japanese adventure-anime OP, pure image only, no readable text/logo/subtitle/watermark. Reference source: reference-003-full-op-2160p at 01:15.00. Shot OP_SHOT_036: blue symbol bloom. Frame description: Cyan-blue bloom or energy texture replaces original text overlay, jewel feeling preserved. Unit: VU_REF003_018_BLUE_WATER_SYMBOL (Blue Water 象征与水下纹理). Character locks when visible: Nadia uses the selected C-version heroine lock: age-appropriate 14-year-old adventure girl, honey-tan complexion, refined commercial live-action face, short glossy navy-black bob hair, large gold hoop earrings, slim gold bangles, modest red-orange and white adventure outfit with covered torso, sapphire Blue Water pendant; Jean is a 14-year-old French boy inventor with round glasses, brown hair, blue cap/beret, blue jacket, white shirt, red bow tie, short trousers, brown boots; Marie is a child in a modest dress; King is a small lion cub with red scarf; Grandis is an adult red-haired woman in red uniform; Sanson and Hanson are adult companions; Nemo is a stern adult submarine captain; Electra is an adult first officer. All minors must be age-appropriate, non-sexualized, adventure-safe. Negative prompt: No readable text, no title letters, no lyrics, no credits, no NHK mark, no subtitles, no watermark, no random symbols, no direct anime screenshot copying, no adult recast of minors, no sexualized minor, no modern cars, no smartphone, no distorted face or hands.","基于完整 reference-003 OP 的组级视频提示词 / Full-reference unit-aware video prompt
- 视频单位 / Video unit: VU_REF003_018_BLUE_WATER_SYMBOL
- 组级提示词 / Unit prompt: 07_shots/video_prompts_by_unit/VU_REF003_018_BLUE_WATER_SYMBOL.md
- 本关键帧 / This keyframe: 图2 = OP_SHOT_036 (图2 / blue_symbol_bloom)
- 参考时间 / Reference timing: 01:15.00
- 使用规则 / Use rule: follow the full OP reference-003 unit order; do not use VU_REF002 prompts; replace all source text/logo/subtitle with clean no-text remake imagery.
",REFERENCE_003_FULL_OP_ACTIVE: officially remapped to full 84.44s OP reference. Existing output_path is historical/style evidence only until regenerated from this prompt.,V3 fixes character age/costume and OP structure: Nadia uses selected C-version heroine design; Nadia/Jean are 14; opening is clouds -> white bird -> Jean plane.,OP_SHOT_035,True,prompt_ready_reference003,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_036.png,[]
CARD_BW_037,OP_SHOT_037,SCN_REF003_BLUE_WATER,水下蓝色纹理,underwater blue texture,"Underwater blue texture and light pattern, clean and text-free.","OP_SHOT_036, OP_SHOT_038","Reference-003 full OP 1:1 remake mapping. Preserve shot timing, composition function, motion role, and unit order from the full video; replace any original readable text/logo/subtitle with clean no-text live-action composition.","21:9 anamorphic live-action keyframe, faithful high-end live-action remake of a 1990 Japanese adventure-anime OP, pure image only, no readable text/logo/subtitle/watermark. Reference source: reference-003-full-op-2160p at 01:16.50. Shot OP_SHOT_037: underwater blue texture. Frame description: Underwater blue texture and light pattern, clean and text-free. Unit: VU_REF003_018_BLUE_WATER_SYMBOL (Blue Water 象征与水下纹理). Character locks when visible: Nadia uses the selected C-version heroine lock: age-appropriate 14-year-old adventure girl, honey-tan complexion, refined commercial live-action face, short glossy navy-black bob hair, large gold hoop earrings, slim gold bangles, modest red-orange and white adventure outfit with covered torso, sapphire Blue Water pendant; Jean is a 14-year-old French boy inventor with round glasses, brown hair, blue cap/beret, blue jacket, white shirt, red bow tie, short trousers, brown boots; Marie is a child in a modest dress; King is a small lion cub with red scarf; Grandis is an adult red-haired woman in red uniform; Sanson and Hanson are adult companions; Nemo is a stern adult submarine captain; Electra is an adult first officer. All minors must be age-appropriate, non-sexualized, adventure-safe. Negative prompt: No readable text, no title letters, no lyrics, no credits, no NHK mark, no subtitles, no watermark, no random symbols, no direct anime screenshot copying, no adult recast of minors, no sexualized minor, no modern cars, no smartphone, no distorted face or hands.","基于完整 reference-003 OP 的组级视频提示词 / Full-reference unit-aware video prompt
- 视频单位 / Video unit: VU_REF003_018_BLUE_WATER_SYMBOL
- 组级提示词 / Unit prompt: 07_shots/video_prompts_by_unit/VU_REF003_018_BLUE_WATER_SYMBOL.md
- 本关键帧 / This keyframe: 图3 = OP_SHOT_037 (图3 / underwater_texture)
- 参考时间 / Reference timing: 01:16.50
- 使用规则 / Use rule: follow the full OP reference-003 unit order; do not use VU_REF002 prompts; replace all source text/logo/subtitle with clean no-text remake imagery.
",REFERENCE_003_FULL_OP_ACTIVE: officially remapped to full 84.44s OP reference. Existing output_path is historical/style evidence only until regenerated from this prompt.,V3 fixes character age/costume and OP structure: Nadia uses selected C-version heroine design; Nadia/Jean are 14; opening is clouds -> white bird -> Jean plane.,OP_SHOT_036,True,prompt_ready_reference003,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_037.png,[]
CARD_BW_038,OP_SHOT_038,SCN_REF003_WATER_SPLASH,水花爆发,water burst,"Bright water/ice-like burst fills frame with blue-white motion, no text.","OP_SHOT_037, OP_SHOT_039","Reference-003 full OP 1:1 remake mapping. Preserve shot timing, composition function, motion role, and unit order from the full video; replace any original readable text/logo/subtitle with clean no-text live-action composition.","21:9 anamorphic live-action keyframe, faithful high-end live-action remake of a 1990 Japanese adventure-anime OP, pure image only, no readable text/logo/subtitle/watermark. Reference source: reference-003-full-op-2160p at 01:18.00. Shot OP_SHOT_038: water burst. Frame description: Bright water/ice-like burst fills frame with blue-white motion, no text. Unit: VU_REF003_019_WATER_SPLASH_TRANSITION (水花爆发转天空). Character locks when visible: Nadia uses the selected C-version heroine lock: age-appropriate 14-year-old adventure girl, honey-tan complexion, refined commercial live-action face, short glossy navy-black bob hair, large gold hoop earrings, slim gold bangles, modest red-orange and white adventure outfit with covered torso, sapphire Blue Water pendant; Jean is a 14-year-old French boy inventor with round glasses, brown hair, blue cap/beret, blue jacket, white shirt, red bow tie, short trousers, brown boots; Marie is a child in a modest dress; King is a small lion cub with red scarf; Grandis is an adult red-haired woman in red uniform; Sanson and Hanson are adult companions; Nemo is a stern adult submarine captain; Electra is an adult first officer. All minors must be age-appropriate, non-sexualized, adventure-safe. Negative prompt: No readable text, no title letters, no lyrics, no credits, no NHK mark, no subtitles, no watermark, no random symbols, no direct anime screenshot copying, no adult recast of minors, no sexualized minor, no modern cars, no smartphone, no distorted face or hands.","基于完整 reference-003 OP 的组级视频提示词 / Full-reference unit-aware video prompt
- 视频单位 / Video unit: VU_REF003_019_WATER_SPLASH_TRANSITION
- 组级提示词 / Unit prompt: 07_shots/video_prompts_by_unit/VU_REF003_019_WATER_SPLASH_TRANSITION.md
- 本关键帧 / This keyframe: 图1 = OP_SHOT_038 (图1 / water_burst)
- 参考时间 / Reference timing: 01:18.00
- 使用规则 / Use rule: follow the full OP reference-003 unit order; do not use VU_REF002 prompts; replace all source text/logo/subtitle with clean no-text remake imagery.
",REFERENCE_003_FULL_OP_ACTIVE: officially remapped to full 84.44s OP reference. Existing output_path is historical/style evidence only until regenerated from this prompt.,V3 fixes character age/costume and OP structure: Nadia uses selected C-version heroine design; Nadia/Jean are 14; opening is clouds -> white bird -> Jean plane.,OP_SHOT_037,True,prompt_ready_reference003,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_038.png,[]
CARD_BW_039,OP_SHOT_039,SCN_REF003_WATER_SPLASH,水花转蓝天,splash to sky,Water streaks clear into blue sky and white cloud fragments.,"OP_SHOT_038, OP_SHOT_040","Reference-003 full OP 1:1 remake mapping. Preserve shot timing, composition function, motion role, and unit order from the full video; replace any original readable text/logo/subtitle with clean no-text live-action composition.","21:9 anamorphic live-action keyframe, faithful high-end live-action remake of a 1990 Japanese adventure-anime OP, pure image only, no readable text/logo/subtitle/watermark. Reference source: reference-003-full-op-2160p at 01:19.00. Shot OP_SHOT_039: splash to sky. Frame description: Water streaks clear into blue sky and white cloud fragments. Unit: VU_REF003_019_WATER_SPLASH_TRANSITION (水花爆发转天空). Character locks when visible: Nadia uses the selected C-version heroine lock: age-appropriate 14-year-old adventure girl, honey-tan complexion, refined commercial live-action face, short glossy navy-black bob hair, large gold hoop earrings, slim gold bangles, modest red-orange and white adventure outfit with covered torso, sapphire Blue Water pendant; Jean is a 14-year-old French boy inventor with round glasses, brown hair, blue cap/beret, blue jacket, white shirt, red bow tie, short trousers, brown boots; Marie is a child in a modest dress; King is a small lion cub with red scarf; Grandis is an adult red-haired woman in red uniform; Sanson and Hanson are adult companions; Nemo is a stern adult submarine captain; Electra is an adult first officer. All minors must be age-appropriate, non-sexualized, adventure-safe. Negative prompt: No readable text, no title letters, no lyrics, no credits, no NHK mark, no subtitles, no watermark, no random symbols, no direct anime screenshot copying, no adult recast of minors, no sexualized minor, no modern cars, no smartphone, no distorted face or hands.","基于完整 reference-003 OP 的组级视频提示词 / Full-reference unit-aware video prompt
- 视频单位 / Video unit: VU_REF003_019_WATER_SPLASH_TRANSITION
- 组级提示词 / Unit prompt: 07_shots/video_prompts_by_unit/VU_REF003_019_WATER_SPLASH_TRANSITION.md
- 本关键帧 / This keyframe: 图2 = OP_SHOT_039 (图2 / splash_to_sky)
- 参考时间 / Reference timing: 01:19.00
- 使用规则 / Use rule: follow the full OP reference-003 unit order; do not use VU_REF002 prompts; replace all source text/logo/subtitle with clean no-text remake imagery.
",REFERENCE_003_FULL_OP_ACTIVE: officially remapped to full 84.44s OP reference. Existing output_path is historical/style evidence only until regenerated from this prompt.,V3 fixes character age/costume and OP structure: Nadia uses selected C-version heroine design; Nadia/Jean are 14; opening is clouds -> white bird -> Jean plane.,OP_SHOT_038,True,prompt_ready_reference003,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_039.png,[]
CARD_BW_040,OP_SHOT_040,SCN_REF003_FINAL_SKY,最终蓝天安全位,final sky safe,"Clean final blue sky card with soft cloud and no text, replacing the broadcaster end card.","OP_SHOT_039, OP_SHOT_041","Reference-003 full OP 1:1 remake mapping. Preserve shot timing, composition function, motion role, and unit order from the full video; replace any original readable text/logo/subtitle with clean no-text live-action composition.","21:9 anamorphic live-action keyframe, faithful high-end live-action remake of a 1990 Japanese adventure-anime OP, pure image only, no readable text/logo/subtitle/watermark. Reference source: reference-003-full-op-2160p at 01:20.00. Shot OP_SHOT_040: final sky safe. Frame description: Clean final blue sky card with soft cloud and no text, replacing the broadcaster end card. Unit: VU_REF003_020_FINAL_SKY_SAFE_HOLD (最终无字天空 hold). Character locks when visible: Nadia uses the selected C-version heroine lock: age-appropriate 14-year-old adventure girl, honey-tan complexion, refined commercial live-action face, short glossy navy-black bob hair, large gold hoop earrings, slim gold bangles, modest red-orange and white adventure outfit with covered torso, sapphire Blue Water pendant; Jean is a 14-year-old French boy inventor with round glasses, brown hair, blue cap/beret, blue jacket, white shirt, red bow tie, short trousers, brown boots; Marie is a child in a modest dress; King is a small lion cub with red scarf; Grandis is an adult red-haired woman in red uniform; Sanson and Hanson are adult companions; Nemo is a stern adult submarine captain; Electra is an adult first officer. All minors must be age-appropriate, non-sexualized, adventure-safe. Negative prompt: No readable text, no title letters, no lyrics, no credits, no NHK mark, no subtitles, no watermark, no random symbols, no direct anime screenshot copying, no adult recast of minors, no sexualized minor, no modern cars, no smartphone, no distorted face or hands.","基于完整 reference-003 OP 的组级视频提示词 / Full-reference unit-aware video prompt
- 视频单位 / Video unit: VU_REF003_020_FINAL_SKY_SAFE_HOLD
- 组级提示词 / Unit prompt: 07_shots/video_prompts_by_unit/VU_REF003_020_FINAL_SKY_SAFE_HOLD.md
- 本关键帧 / This keyframe: 图1 = OP_SHOT_040 (图1 / final_sky_safe)
- 参考时间 / Reference timing: 01:20.00
- 使用规则 / Use rule: follow the full OP reference-003 unit order; do not use VU_REF002 prompts; replace all source text/logo/subtitle with clean no-text remake imagery.
",REFERENCE_003_FULL_OP_ACTIVE: officially remapped to full 84.44s OP reference. Existing output_path is historical/style evidence only until regenerated from this prompt.,V3 fixes character age/costume and OP structure: Nadia uses selected C-version heroine design; Nadia/Jean are 14; opening is clouds -> white bird -> Jean plane.,OP_SHOT_039,True,prompt_ready_reference003,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_040.png,[]
CARD_BW_041,OP_SHOT_041,SCN_REF003_FINAL_SKY,最终太阳 hold,final sun hold,"Blue sky with bright sun glow and clear negative space, no logo or text.","OP_SHOT_040, OP_SHOT_042","Reference-003 full OP 1:1 remake mapping. Preserve shot timing, composition function, motion role, and unit order from the full video; replace any original readable text/logo/subtitle with clean no-text live-action composition.","21:9 anamorphic live-action keyframe, faithful high-end live-action remake of a 1990 Japanese adventure-anime OP, pure image only, no readable text/logo/subtitle/watermark. Reference source: reference-003-full-op-2160p at 01:22.00. Shot OP_SHOT_041: final sun hold. Frame description: Blue sky with bright sun glow and clear negative space, no logo or text. Unit: VU_REF003_020_FINAL_SKY_SAFE_HOLD (最终无字天空 hold). Character locks when visible: Nadia uses the selected C-version heroine lock: age-appropriate 14-year-old adventure girl, honey-tan complexion, refined commercial live-action face, short glossy navy-black bob hair, large gold hoop earrings, slim gold bangles, modest red-orange and white adventure outfit with covered torso, sapphire Blue Water pendant; Jean is a 14-year-old French boy inventor with round glasses, brown hair, blue cap/beret, blue jacket, white shirt, red bow tie, short trousers, brown boots; Marie is a child in a modest dress; King is a small lion cub with red scarf; Grandis is an adult red-haired woman in red uniform; Sanson and Hanson are adult companions; Nemo is a stern adult submarine captain; Electra is an adult first officer. All minors must be age-appropriate, non-sexualized, adventure-safe. Negative prompt: No readable text, no title letters, no lyrics, no credits, no NHK mark, no subtitles, no watermark, no random symbols, no direct anime screenshot copying, no adult recast of minors, no sexualized minor, no modern cars, no smartphone, no distorted face or hands.","基于完整 reference-003 OP 的组级视频提示词 / Full-reference unit-aware video prompt
- 视频单位 / Video unit: VU_REF003_020_FINAL_SKY_SAFE_HOLD
- 组级提示词 / Unit prompt: 07_shots/video_prompts_by_unit/VU_REF003_020_FINAL_SKY_SAFE_HOLD.md
- 本关键帧 / This keyframe: 图2 = OP_SHOT_041 (图2 / final_sun_hold)
- 参考时间 / Reference timing: 01:22.00
- 使用规则 / Use rule: follow the full OP reference-003 unit order; do not use VU_REF002 prompts; replace all source text/logo/subtitle with clean no-text remake imagery.
",REFERENCE_003_FULL_OP_ACTIVE: officially remapped to full 84.44s OP reference. Existing output_path is historical/style evidence only until regenerated from this prompt.,V3 fixes character age/costume and OP structure: Nadia uses selected C-version heroine design; Nadia/Jean are 14; opening is clouds -> white bird -> Jean plane.,OP_SHOT_040,True,prompt_ready_reference003,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_041.png,[]
CARD_BW_042,OP_SHOT_042,SCN_REF003_BLACK_TAIL,黑场结尾,black tail,Clean black tail frame after the final sky hold.,OP_SHOT_041,"Reference-003 full OP 1:1 remake mapping. Preserve shot timing, composition function, motion role, and unit order from the full video; replace any original readable text/logo/subtitle with clean no-text live-action composition.","21:9 anamorphic live-action keyframe, faithful high-end live-action remake of a 1990 Japanese adventure-anime OP, pure image only, no readable text/logo/subtitle/watermark. Reference source: reference-003-full-op-2160p at 01:23.50. Shot OP_SHOT_042: black tail. Frame description: Clean black tail frame after the final sky hold. Unit: VU_REF003_021_BLACK_TAIL (黑场尾帧). Character locks when visible: Nadia uses the selected C-version heroine lock: age-appropriate 14-year-old adventure girl, honey-tan complexion, refined commercial live-action face, short glossy navy-black bob hair, large gold hoop earrings, slim gold bangles, modest red-orange and white adventure outfit with covered torso, sapphire Blue Water pendant; Jean is a 14-year-old French boy inventor with round glasses, brown hair, blue cap/beret, blue jacket, white shirt, red bow tie, short trousers, brown boots; Marie is a child in a modest dress; King is a small lion cub with red scarf; Grandis is an adult red-haired woman in red uniform; Sanson and Hanson are adult companions; Nemo is a stern adult submarine captain; Electra is an adult first officer. All minors must be age-appropriate, non-sexualized, adventure-safe. Negative prompt: No readable text, no title letters, no lyrics, no credits, no NHK mark, no subtitles, no watermark, no random symbols, no direct anime screenshot copying, no adult recast of minors, no sexualized minor, no modern cars, no smartphone, no distorted face or hands.","基于完整 reference-003 OP 的组级视频提示词 / Full-reference unit-aware video prompt
- 视频单位 / Video unit: VU_REF003_021_BLACK_TAIL
- 组级提示词 / Unit prompt: 07_shots/video_prompts_by_unit/VU_REF003_021_BLACK_TAIL.md
- 本关键帧 / This keyframe: 图1 = OP_SHOT_042 (图1 / black_tail)
- 参考时间 / Reference timing: 01:23.50
- 使用规则 / Use rule: follow the full OP reference-003 unit order; do not use VU_REF002 prompts; replace all source text/logo/subtitle with clean no-text remake imagery.
",REFERENCE_003_FULL_OP_ACTIVE: officially remapped to full 84.44s OP reference. Existing output_path is historical/style evidence only until regenerated from this prompt.,V3 fixes character age/costume and OP structure: Nadia uses selected C-version heroine design; Nadia/Jean are 14; opening is clouds -> white bird -> Jean plane.,OP_SHOT_041,True,prompt_ready_reference003,08_generation/jobs/OP_KEYFRAMES_20260629_REMAKE_V3/outputs/OP_SHOT_042.png,[]
