panel_id,clip,clip_title,story_stage,stage_name,character_stage_lock,wardrobe_state,emotion_state,environment_stage_lock,whitebox_reference_path
MSB095,clip_10,alley_pressure,S3_ALLEY_PRESSURE,巷道压迫阶段 / Alley pressure,角色焦点：阿磊/混混 / Character focus: 阿磊/混混,连续性锚点：哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面 / Continuity anchors: 哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面,阿磊怕丢脸转为真害怕 / Emotion state,哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB095.png
MSB096,clip_10,alley_pressure,S3_ALLEY_PRESSURE,巷道压迫阶段 / Alley pressure,角色焦点：彬子 / Character focus: 彬子,连续性锚点：哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面 / Continuity anchors: 哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面,牙关咬紧，失控前 / Emotion state,哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB096.png
MSB097,clip_10,alley_pressure,S3_ALLEY_PRESSURE,巷道压迫阶段 / Alley pressure,角色焦点：小川 / Character focus: 小川,连续性锚点：哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面 / Continuity anchors: 哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面,恐惧推到顶点 / Emotion state,哥哥在中心被围，小川侧面，小满墙边，四个混混轮廓不同，路灯黄，潮湿地面 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB097.png
MSB098,clip_11,stone_accident,S4_STONE_ACCIDENT,石块意外阶段 / Stone accident,角色焦点：石块/环境 / Character focus: 石块/环境,连续性锚点：路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Continuity anchors: 路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,无人物，命运感 / Emotion state,路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB098.png
MSB099,clip_11,stone_accident,S4_STONE_ACCIDENT,石块意外阶段 / Stone accident,角色焦点：小川 / Character focus: 小川,连续性锚点：路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Continuity anchors: 路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,恐惧中找到一个错误出口 / Emotion state,路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB099.png
MSB100,clip_11,stone_accident,S4_STONE_ACCIDENT,石块意外阶段 / Stone accident,角色焦点：小川 / Character focus: 小川,连续性锚点：路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Continuity anchors: 路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,下意识，不是决定 / Emotion state,路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB100.png
MSB101,clip_11,stone_accident,S4_STONE_ACCIDENT,石块意外阶段 / Stone accident,角色焦点：小川 / Character focus: 小川,连续性锚点：路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Continuity anchors: 路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,慌乱失控 / Emotion state,路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB101.png
MSB102,clip_11,stone_accident,S4_STONE_ACCIDENT,石块意外阶段 / Stone accident,角色焦点：小川/石块 / Character focus: 小川/石块,连续性锚点：路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Continuity anchors: 路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,急促，迟疑不到一秒 / Emotion state,路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB102.png
MSB103,clip_11,stone_accident,S4_STONE_ACCIDENT,石块意外阶段 / Stone accident,角色焦点：彬子/阿磊/小川 / Character focus: 彬子/阿磊/小川,连续性锚点：路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Continuity anchors: 路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,彬子失控，小川被逼急 / Emotion state,路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB103.png
MSB104,clip_11,stone_accident,S4_STONE_ACCIDENT,石块意外阶段 / Stone accident,角色焦点：小川 / Character focus: 小川,连续性锚点：路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Continuity anchors: 路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,惊恐，不是愤怒 / Emotion state,路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB104.png
MSB105,clip_11,stone_accident,S4_STONE_ACCIDENT,石块意外阶段 / Stone accident,角色焦点：全体 / Character focus: 全体,连续性锚点：路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Continuity anchors: 路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,声音抽空 / Emotion state,路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB105.png
MSB106,clip_11,stone_accident,S4_STONE_ACCIDENT,石块意外阶段 / Stone accident,角色焦点：彬子 / Character focus: 彬子,连续性锚点：路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Continuity anchors: 路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,从凶变空 / Emotion state,路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB106.png
MSB107,clip_11,stone_accident,S4_STONE_ACCIDENT,石块意外阶段 / Stone accident,角色焦点：小川 / Character focus: 小川,连续性锚点：路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Continuity anchors: 路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥,彻底惊恐 / Emotion state,路边普通石块、湿地、主角浅绿书包、彬子准备下狠手、声音抽空，避免血腥 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB107.png
MSB108,clip_12,escape_dirty,S5_ESCAPE_DIRTY,惊逃脏污阶段 / Escape dirty,角色焦点：小川 / Character focus: 小川,连续性锚点：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Continuity anchors: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,惊恐自动反应 / Emotion state,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB108.png
MSB109,clip_12,escape_dirty,S5_ESCAPE_DIRTY,惊逃脏污阶段 / Escape dirty,角色焦点：小川/道具 / Character focus: 小川/道具,连续性锚点：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Continuity anchors: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,恐惧速度 / Emotion state,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB109.png
MSB110,clip_12,escape_dirty,S5_ESCAPE_DIRTY,惊逃脏污阶段 / Escape dirty,角色焦点：阿磊/小满 / Character focus: 阿磊/小满,连续性锚点：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Continuity anchors: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,震惊和迟滞 / Emotion state,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB110.png
MSB111,clip_12,escape_dirty,S5_ESCAPE_DIRTY,惊逃脏污阶段 / Escape dirty,角色焦点：混混四人 / Character focus: 混混四人,连续性锚点：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Continuity anchors: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,群体失控 / Emotion state,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB111.png
MSB112,clip_12,escape_dirty,S5_ESCAPE_DIRTY,惊逃脏污阶段 / Escape dirty,角色焦点：小川/环境 / Character focus: 小川/环境,连续性锚点：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Continuity anchors: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,逃离现场 / Emotion state,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB112.png
MSB113,clip_12,escape_dirty,S5_ESCAPE_DIRTY,惊逃脏污阶段 / Escape dirty,角色焦点：追兵/小川 / Character focus: 追兵/小川,连续性锚点：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Continuity anchors: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,追逐启动但空间清楚 / Emotion state,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB113.png
MSB114,clip_12,escape_dirty,S5_ESCAPE_DIRTY,惊逃脏污阶段 / Escape dirty,角色焦点：环境 / Character focus: 环境,连续性锚点：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Continuity anchors: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,无表情，速度感 / Emotion state,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB114.png
MSB115,clip_12,escape_dirty,S5_ESCAPE_DIRTY,惊逃脏污阶段 / Escape dirty,角色焦点：小川/环境 / Character focus: 小川/环境,连续性锚点：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Continuity anchors: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,呼吸乱 / Emotion state,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB115.png
MSB116,clip_12,escape_dirty,S5_ESCAPE_DIRTY,惊逃脏污阶段 / Escape dirty,角色焦点：小川 / Character focus: 小川,连续性锚点：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Continuity anchors: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,害怕确认距离 / Emotion state,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB116.png
MSB117,clip_12,escape_dirty,S5_ESCAPE_DIRTY,惊逃脏污阶段 / Escape dirty,角色焦点：环境/小川 / Character focus: 环境/小川,连续性锚点：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Continuity anchors: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,被迫选择 / Emotion state,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB117.png
MSB118,clip_12,escape_dirty,S5_ESCAPE_DIRTY,惊逃脏污阶段 / Escape dirty,角色焦点：小川 / Character focus: 小川,连续性锚点：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Continuity anchors: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,逃生本能 / Emotion state,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB118.png
MSB119,clip_12,escape_dirty,S5_ESCAPE_DIRTY,惊逃脏污阶段 / Escape dirty,角色焦点：小川/环境 / Character focus: 小川/环境,连续性锚点：小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Continuity anchors: 小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影,从现实冲突进入梦核空间 / Emotion state,小川沿小路深处逃向废楼方向，书包剧烈晃动，哥哥小满留在后方混乱中，路灯拖影 / Environment continuity lock,whitebox_renders_v2/B04/WB2_ALLEY_MSB119.png
MSB120,clip_13,corridor_phone_shock,S6_CORRIDOR_PHONE_SHOCK,走廊电话惊惧阶段 / Corridor phone shock,角色焦点：小川/环境 / Character focus: 小川/环境,连续性锚点：废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入 / Continuity anchors: 废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入,惊恐未散 / Emotion state,废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入 / Environment continuity lock,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB120.png
MSB121,clip_13,corridor_phone_shock,S6_CORRIDOR_PHONE_SHOCK,走廊电话惊惧阶段 / Corridor phone shock,角色焦点：小川 / Character focus: 小川,连续性锚点：废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入 / Continuity anchors: 废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入,不适应，呼吸急 / Emotion state,废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入 / Environment continuity lock,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB121.png
MSB122,clip_13,corridor_phone_shock,S6_CORRIDOR_PHONE_SHOCK,走廊电话惊惧阶段 / Corridor phone shock,角色焦点：环境/小川 / Character focus: 环境/小川,连续性锚点：废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入 / Continuity anchors: 废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入,孤立 / Emotion state,废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入 / Environment continuity lock,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB122.png
MSB123,clip_13,corridor_phone_shock,S6_CORRIDOR_PHONE_SHOCK,走廊电话惊惧阶段 / Corridor phone shock,角色焦点：小川 / Character focus: 小川,连续性锚点：废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入 / Continuity anchors: 废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入,只想离开 / Emotion state,废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入 / Environment continuity lock,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB123.png
MSB124,clip_13,corridor_phone_shock,S6_CORRIDOR_PHONE_SHOCK,走廊电话惊惧阶段 / Corridor phone shock,角色焦点：小川/道具 / Character focus: 小川/道具,连续性锚点：废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入 / Continuity anchors: 废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入,慌乱脚步 / Emotion state,废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入 / Environment continuity lock,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB124.png
MSB125,clip_13,corridor_phone_shock,S6_CORRIDOR_PHONE_SHOCK,走廊电话惊惧阶段 / Corridor phone shock,角色焦点：小川 / Character focus: 小川,连续性锚点：废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入 / Continuity anchors: 废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入,确认后方但更害怕 / Emotion state,废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入 / Environment continuity lock,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB125.png
MSB126,clip_13,corridor_phone_shock,S6_CORRIDOR_PHONE_SHOCK,走廊电话惊惧阶段 / Corridor phone shock,角色焦点：环境 / Character focus: 环境,连续性锚点：废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入 / Continuity anchors: 废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入,无人物，现实旧物 / Emotion state,废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入 / Environment continuity lock,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB126.png
MSB127,clip_13,corridor_phone_shock,S6_CORRIDOR_PHONE_SHOCK,走廊电话惊惧阶段 / Corridor phone shock,角色焦点：小川/环境 / Character focus: 小川/环境,连续性锚点：废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入 / Continuity anchors: 废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入,被空间吞没 / Emotion state,废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入 / Environment continuity lock,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB127.png
MSB128,clip_13,corridor_phone_shock,S6_CORRIDOR_PHONE_SHOCK,走廊电话惊惧阶段 / Corridor phone shock,角色焦点：环境 / Character focus: 环境,连续性锚点：废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入 / Continuity anchors: 废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入,追逐声音消失 / Emotion state,废弃单位楼长走廊、冷绿灯管、重复门洞、消防箱、主角单独进入 / Environment continuity lock,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB128.png
MSB129,clip_14,corridor_phone_shock,S6_CORRIDOR_PHONE_SHOCK,走廊电话惊惧阶段 / Corridor phone shock,角色焦点：小川/环境 / Character focus: 小川/环境,连续性锚点：同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现 / Continuity anchors: 同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现,疲惫恐惧 / Emotion state,同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现 / Environment continuity lock,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB129.png
MSB130,clip_14,corridor_phone_shock,S6_CORRIDOR_PHONE_SHOCK,走廊电话惊惧阶段 / Corridor phone shock,角色焦点：小川 / Character focus: 小川,连续性锚点：同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现 / Continuity anchors: 同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现,快跑不动 / Emotion state,同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现 / Environment continuity lock,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB130.png
MSB131,clip_14,corridor_phone_shock,S6_CORRIDOR_PHONE_SHOCK,走廊电话惊惧阶段 / Corridor phone shock,角色焦点：小川 / Character focus: 小川,连续性锚点：同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现 / Continuity anchors: 同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现,疑惑转害怕 / Emotion state,同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现 / Environment continuity lock,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB131.png
MSB132,clip_14,corridor_phone_shock,S6_CORRIDOR_PHONE_SHOCK,走廊电话惊惧阶段 / Corridor phone shock,角色焦点：环境 / Character focus: 环境,连续性锚点：同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现 / Continuity anchors: 同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现,空间变长 / Emotion state,同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现 / Environment continuity lock,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB132.png
MSB133,clip_14,corridor_phone_shock,S6_CORRIDOR_PHONE_SHOCK,走廊电话惊惧阶段 / Corridor phone shock,角色焦点：环境/道具 / Character focus: 环境/道具,连续性锚点：同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现 / Continuity anchors: 同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现,无人物，声音预兆 / Emotion state,同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现 / Environment continuity lock,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB133.png
MSB134,clip_14,corridor_phone_shock,S6_CORRIDOR_PHONE_SHOCK,走廊电话惊惧阶段 / Corridor phone shock,角色焦点：小川 / Character focus: 小川,连续性锚点：同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现 / Continuity anchors: 同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现,追声消失后的迷茫 / Emotion state,同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现 / Environment continuity lock,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB134.png
MSB135,clip_14,corridor_phone_shock,S6_CORRIDOR_PHONE_SHOCK,走廊电话惊惧阶段 / Corridor phone shock,角色焦点：环境 / Character focus: 环境,连续性锚点：同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现 / Continuity anchors: 同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现,无出口感 / Emotion state,同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现 / Environment continuity lock,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB135.png
MSB136,clip_14,corridor_phone_shock,S6_CORRIDOR_PHONE_SHOCK,走廊电话惊惧阶段 / Corridor phone shock,角色焦点：小川 / Character focus: 小川,连续性锚点：同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现 / Continuity anchors: 同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现,恐惧变成被牵引 / Emotion state,同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现 / Environment continuity lock,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB136.png
MSB137,clip_14,corridor_phone_shock,S6_CORRIDOR_PHONE_SHOCK,走廊电话惊惧阶段 / Corridor phone shock,角色焦点：小川 / Character focus: 小川,连续性锚点：同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现 / Continuity anchors: 同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现,被声音抓住 / Emotion state,同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现 / Environment continuity lock,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB137.png
MSB138,clip_14,corridor_phone_shock,S6_CORRIDOR_PHONE_SHOCK,走廊电话惊惧阶段 / Corridor phone shock,角色焦点：环境 / Character focus: 环境,连续性锚点：同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现 / Continuity anchors: 同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现,召唤开始 / Emotion state,同一废楼走廊纵深，冷绿荧光灯，重复门洞，电话亭尚未出现 / Environment continuity lock,whitebox_renders_v2/B05/WB2_CORRIDOR_MSB138.png
MSB139,clip_15,corridor_phone_shock,S6_CORRIDOR_PHONE_SHOCK,走廊电话惊惧阶段 / Corridor phone shock,角色焦点：电话亭/环境 / Character focus: 电话亭/环境,连续性锚点：走廊尽头旧电话亭，暖白微光对冷绿走廊，小川在远处停下 / Continuity anchors: 走廊尽头旧电话亭，暖白微光对冷绿走廊，小川在远处停下,无人物或小川远处 / Emotion state,走廊尽头旧电话亭，暖白微光对冷绿走廊，小川在远处停下 / Environment continuity lock,whitebox_renders_v2/B05/WB2_PHONE_MSB139.png
MSB140,clip_15,corridor_phone_shock,S6_CORRIDOR_PHONE_SHOCK,走廊电话惊惧阶段 / Corridor phone shock,角色焦点：小川/电话亭 / Character focus: 小川/电话亭,连续性锚点：走廊尽头旧电话亭，暖白微光对冷绿走廊，小川在远处停下 / Continuity anchors: 走廊尽头旧电话亭，暖白微光对冷绿走廊，小川在远处停下,被召唤，犹豫 / Emotion state,走廊尽头旧电话亭，暖白微光对冷绿走廊，小川在远处停下 / Environment continuity lock,whitebox_renders_v2/B05/WB2_PHONE_MSB140.png
MSB141,clip_15,corridor_phone_shock,S6_CORRIDOR_PHONE_SHOCK,走廊电话惊惧阶段 / Corridor phone shock,角色焦点：小川 / Character focus: 小川,连续性锚点：走廊尽头旧电话亭，暖白微光对冷绿走廊，小川在远处停下 / Continuity anchors: 走廊尽头旧电话亭，暖白微光对冷绿走廊，小川在远处停下,害怕但被吸引 / Emotion state,走廊尽头旧电话亭，暖白微光对冷绿走廊，小川在远处停下 / Environment continuity lock,whitebox_renders_v2/B05/WB2_PHONE_MSB141.png
MSB142,clip_15,corridor_phone_shock,S6_CORRIDOR_PHONE_SHOCK,走廊电话惊惧阶段 / Corridor phone shock,角色焦点：电话亭 / Character focus: 电话亭,连续性锚点：走廊尽头旧电话亭，暖白微光对冷绿走廊，小川在远处停下 / Continuity anchors: 走廊尽头旧电话亭，暖白微光对冷绿走廊，小川在远处停下,现实错误感 / Emotion state,走廊尽头旧电话亭，暖白微光对冷绿走廊，小川在远处停下 / Environment continuity lock,whitebox_renders_v2/B05/WB2_PHONE_MSB142.png
MSB143,clip_15,corridor_phone_shock,S6_CORRIDOR_PHONE_SHOCK,走廊电话惊惧阶段 / Corridor phone shock,角色焦点：环境/小川 / Character focus: 环境/小川,连续性锚点：走廊尽头旧电话亭，暖白微光对冷绿走廊，小川在远处停下 / Continuity anchors: 走廊尽头旧电话亭，暖白微光对冷绿走廊，小川在远处停下,临界点 / Emotion state,走廊尽头旧电话亭，暖白微光对冷绿走廊，小川在远处停下 / Environment continuity lock,whitebox_renders_v2/B05/WB2_PHONE_MSB143.png
MSB144,clip_15,corridor_phone_shock,S6_CORRIDOR_PHONE_SHOCK,走廊电话惊惧阶段 / Corridor phone shock,角色焦点：小川 / Character focus: 小川,连续性锚点：走廊尽头旧电话亭，暖白微光对冷绿走廊，小川在远处停下 / Continuity anchors: 走廊尽头旧电话亭，暖白微光对冷绿走廊，小川在远处停下,被铃声牵引 / Emotion state,走廊尽头旧电话亭，暖白微光对冷绿走廊，小川在远处停下 / Environment continuity lock,whitebox_renders_v2/B05/WB2_PHONE_MSB144.png
